,col1,col2,col3,col4,ans
7982,1624,51407,138113,1591012,25
7983,1624,50147,138113,1591012,26
7984,1624,5147,138113,1591012,27
7985,1624,135147,8113,1591012,28
7986,1624,135147,80113,1591012,29
7987,1624,135147,81103,1591012,30
7988,1234,5678,9101112,1314150,0
7989,1234,5678,9101112,1314015,1
7990,1234,5678,9101112,1301415,2
7991,1234,5678,9101112,131415,3
7992,1234,5678,101112,9131415,4
7993,1234,5678,1001112,9131415,5
7994,1234,5678,1011012,9131415,6
7995,1234,5678,10111412,913015,7
7996,1234,5678,10111412,913150,8
7997,1234,5678,1011140,9131512,9
7998,1234,5678,1011014,9131512,10
7999,1234,5608,1011714,9131512,11
8000,1234,5068,1011714,9131512,12
8001,1234,51168,100714,9131512,13
8002,1234,51168,10714,9131512,14
8003,1234,1168,510714,9131512,15
8004,1234,11068,510714,9131512,16
8005,1234,11608,510714,9131512,17
8006,1234,11678,510014,9131512,18
8007,1234,11678,5101514,913012,19
8008,1234,11678,5101514,901312,20
8009,1234,11678,501514,9101312,21
8010,1234,11678,515014,9101312,22
8011,1234,11608,515714,9101312,23
8012,1204,11638,515714,9101312,24
8013,1024,11638,515714,9101312,25
8014,124,11638,515714,9101312,26
8015,11124,638,515714,9101312,27
8016,11124,5638,15714,9101312,28
8017,11124,5638,150714,9101312,29
8018,11124,5038,156714,9101312,30
8019,11024,5138,156714,9101312,31
8020,11204,5138,156714,9101312,32
8021,11240,5138,156714,9101312,33
8022,11248,5130,156714,9101312,34
8023,11248,5103,156714,9101312,35
8024,11248,5013,156714,9101312,36
8025,11248,5613,150714,9101312,37
8026,11248,5613,157014,9101312,38
8027,11248,5613,1571314,910012,39
8028,11248,5613,1571314,901012,40
8029,1234,5678,9101112,1314150,0
8030,1234,5678,910110,13141512,1
8031,1234,5678,910011,13141512,2
8032,1234,5678,901011,13141512,3
8033,1234,5078,961011,13141512,4
8034,1234,5708,961011,13141512,5
8035,1204,5738,961011,13141512,6
8036,1024,5738,961011,13141512,7
8037,124,5738,961011,13141512,8
8038,5124,738,961011,13141512,9
8039,5124,9738,61011,13141512,10
8040,5124,9738,601011,13141512,11
8041,5124,9038,671011,13141512,12
8042,5124,938,671011,13141512,13
8043,124,5938,671011,13141512,14
8044,1024,5938,671011,13141512,15
8045,1204,5938,671011,13141512,16
8046,1234,5908,671011,13141512,17
8047,1234,5980,671011,13141512,18
8048,1234,59811,67100,13141512,19
8049,1234,59811,67010,13141512,20
8050,1234,5678,9101112,1314150,0
8051,1234,5678,9101112,1314015,1
8052,1234,5678,9101112,1301415,2
8053,1234,5678,901112,13101415,3
8054,1234,5678,91112,13101415,4
8055,1234,5678,1391112,101415,5
8056,1234,5678,1391112,1001415,6
8057,1234,5678,1301112,1091415,7
8058,1234,5678,1311012,1091415,8
8059,1234,5608,1311712,1091415,9
8060,1234,5680,1311712,1091415,10
8061,1234,56812,131170,1091415,11
8062,1234,56812,131107,1091415,12
8063,1234,56012,131187,1091415,13
8064,1234,50612,131187,1091415,14
8065,1234,511612,13087,1091415,15
8066,1234,511612,1387,1091415,16
8067,1234,11612,51387,1091415,17
8068,1234,110612,51387,1091415,18
8069,1234,116012,51387,1091415,19
8070,1204,116312,51387,1091415,20
8071,1240,116312,51387,1091415,21
8072,12412,11630,51387,1091415,22
8073,12412,11603,51387,1091415,23
8074,12012,11643,51387,1091415,24
8075,1234,5678,9101112,1314150,0
8076,1234,5678,9101112,1314015,1
8077,1234,5678,9101112,1301415,2
8078,1234,5678,9101112,131415,3
8079,1234,5678,101112,9131415,4
8080,1234,678,5101112,9131415,5
8081,234,1678,5101112,9131415,6
8082,2034,1678,5101112,9131415,7
8083,2634,1078,5101112,9131415,8
8084,2634,178,5101112,9131415,9
8085,634,2178,5101112,9131415,10
8086,6034,2178,5101112,9131415,11
8087,6304,2178,5101112,9131415,12
8088,6374,2108,5101112,9131415,13
8089,6374,21118,510012,9131415,14
8090,6374,21118,510120,9131415,15
8091,6374,21110,510128,9131415,16
8092,6370,21114,510128,9131415,17
8093,6307,21114,510128,9131415,18
8094,63117,2104,510128,9131415,19
8095,63117,21124,51008,9131415,20
8096,63117,21124,50108,9131415,21
8097,63117,21124,5108,9131415,22
8098,63117,1124,25108,9131415,23
8099,63117,10124,25108,9131415,24
8100,60117,13124,25108,9131415,25
8101,61107,13124,25108,9131415,26
8102,611127,1304,25108,9131415,27
8103,611127,1034,25108,9131415,28
8104,1234,5678,9101112,1314150,0
8105,1234,5678,9101112,1314015,1
8106,1234,5678,910012,13141115,2
8107,1234,5678,901012,13141115,3
8108,1234,5078,961012,13141115,4
8109,1034,5278,961012,13141115,5
8110,134,5278,961012,13141115,6
8111,5134,278,961012,13141115,7
8112,5134,2078,961012,13141115,8
8113,5134,2708,961012,13141115,9
8114,5104,2738,961012,13141115,10
8115,5014,2738,961012,13141115,11
8116,5714,2038,961012,13141115,12
8117,5714,2638,901012,13141115,13
8118,5714,2638,910012,13141115,14
8119,5714,2608,910312,13141115,15
8120,5714,2680,910312,13141115,16
8121,5710,2684,910312,13141115,17
8122,5701,2684,910312,13141115,18
8123,5071,2684,910312,13141115,19
8124,5671,2084,910312,13141115,20
8125,5671,2804,910312,13141115,21
8126,5671,2840,910312,13141115,22
8127,5670,2841,910312,13141115,23
8128,5607,2841,910312,13141115,24
8129,5067,2841,910312,13141115,25
8130,567,2841,910312,13141115,26
8131,1234,5678,9101112,1314150,0
8132,1234,5678,9101112,1314015,1
8133,1234,5678,910012,13141115,2
8134,1234,5608,910712,13141115,3
8135,1234,5680,910712,13141115,4
8136,1234,56812,91070,13141115,5
8137,1234,56812,91007,13141115,6
8138,1234,56012,91087,13141115,7
8139,1234,50612,91087,13141115,8
8140,1034,52612,91087,13141115,9
8141,134,52612,91087,13141115,10
8142,5134,2612,91087,13141115,11
8143,5134,92612,1087,13141115,12
8144,5134,92612,10087,13141115,13
8145,5134,92612,101487,1301115,14
8146,5134,92612,101487,131115,15
8147,5134,92612,1487,10131115,16
8148,5134,92612,14087,10131115,17
8149,5134,90612,14287,10131115,18
8150,5034,91612,14287,10131115,19
8151,5304,91612,14287,10131115,20
8152,5340,91612,14287,10131115,21
8153,53412,9160,14287,10131115,22
8154,53412,9106,14287,10131115,23
8155,53412,9016,14287,10131115,24
8156,50412,9316,14287,10131115,25
8157,54012,9316,14287,10131115,26
8158,54120,9316,14287,10131115,27
8159,54126,9310,14287,10131115,28
8160,54126,9301,14287,10131115,29
8161,54126,9031,14287,10131115,30
8162,50126,9431,14287,10131115,31
8163,5126,9431,14287,10131115,32
8164,95126,431,14287,10131115,33
8165,95126,4031,14287,10131115,34
8166,95126,4301,14287,10131115,35
8167,9506,43121,14287,10131115,36
8168,1234,5678,9101112,1314150,0
8169,1234,5678,910110,13141512,1
8170,1234,5670,910118,13141512,2
8171,1230,5674,910118,13141512,3
8172,1203,5674,910118,13141512,4
8173,1023,5674,910118,13141512,5
8174,1623,5074,910118,13141512,6
8175,1623,51074,90118,13141512,7
8176,1623,51074,914118,1301512,8
8177,1623,51074,914118,131512,9
8178,1623,51074,14118,9131512,10
8179,1623,1074,514118,9131512,11
8180,1623,10074,514118,9131512,12
8181,1623,10704,514118,9131512,13
8182,1623,10740,514118,9131512,14
8183,1623,10748,514110,9131512,15
8184,1623,10748,514011,9131512,16
8185,1623,10748,5141511,913012,17
8186,1623,10748,5141511,901312,18
8187,1623,10748,5141511,91312,19
8188,1623,10748,141511,591312,20
8189,1623,10748,1401511,591312,21
8190,1623,10748,1415011,591312,22
8191,1623,10708,1415411,591312,23
8192,1623,10078,1415411,591312,24
8193,1623,101578,140411,591312,25
8194,1623,101578,149411,501312,26
8195,1623,101578,149411,513012,27
8196,1623,101578,149011,513412,28
8197,1234,5678,9101112,1314150,0
8198,1234,5678,9101112,1314015,1
8199,1234,5678,910012,13141115,2
8200,1234,5678,901012,13141115,3
8201,1234,5678,9141012,1301115,4
8202,1234,5678,9141012,131115,5
8203,1234,5678,141012,9131115,6
8204,1234,5678,1401012,9131115,7
8205,1234,5678,1410012,9131115,8
8206,1234,5678,1410120,9131115,9
8207,1234,5670,1410128,9131115,10
8208,1234,5607,1410128,9131115,11
8209,1234,56127,141008,9131115,12
8210,1234,56127,1410118,913015,13
8211,1234,56127,1410118,913150,14
8212,1234,56127,1410110,913158,15
8213,1234,56120,1410117,913158,16
8214,1234,56012,1410117,913158,17
8215,1204,56312,1410117,913158,18
8216,1024,56312,1410117,913158,19
8217,124,56312,1410117,913158,20
8218,5124,6312,1410117,913158,21
8219,5124,146312,10117,913158,22
8220,5124,146312,100117,913158,23
8221,5124,146312,101107,913158,24
8222,5124,146312,101170,913158,25
8223,5124,14630,1011712,913158,26
8224,5124,14603,1011712,913158,27
8225,5124,14673,1011012,913158,28
8226,1234,5678,9101112,1314150,0
8227,1234,5678,9101112,1314015,1
8228,1234,5678,9101112,1301415,2
8229,1234,5678,901112,13101415,3
8230,1234,5678,91112,13101415,4
8231,1234,678,591112,13101415,5
8232,234,1678,591112,13101415,6
8233,2034,1678,591112,13101415,7
8234,2634,1078,591112,13101415,8
8235,2634,1978,501112,13101415,9
8236,2634,1978,5101112,1301415,10
8237,2634,1978,5101112,131415,11
8238,2634,1978,101112,5131415,12
8239,2634,1978,1001112,5131415,13
8240,2634,1078,1091112,5131415,14
8241,2634,178,1091112,5131415,15
8242,2634,10178,91112,5131415,16
8243,2634,10178,901112,5131415,17
8244,2634,10078,911112,5131415,18
8245,2634,10708,911112,5131415,19
8246,2604,10738,911112,5131415,20
8247,2640,10738,911112,5131415,21
8248,2648,10730,911112,5131415,22
8249,2648,107312,91110,5131415,23
8250,2648,107312,911115,513140,24
8251,1234,5678,9101112,1314150,0
8252,1234,5678,9101112,1314015,1
8253,1234,5678,910012,13141115,2
8254,1234,5678,910120,13141115,3
8255,1234,5678,9101215,1314110,4
8256,1234,5678,9101215,1314011,5
8257,1234,5678,9101215,1301411,6
8258,1234,5678,9101215,131411,7
8259,1234,5678,101215,9131411,8
8260,1234,678,5101215,9131411,9
8261,234,1678,5101215,9131411,10
8262,2034,1678,5101215,9131411,11
8263,2634,1078,5101215,9131411,12
8264,2634,11078,501215,9131411,13
8265,2634,11078,51215,9131411,14
8266,2634,11078,951215,131411,15
8267,2634,11078,951215,1301411,16
8268,2634,11078,901215,1351411,17
8269,2634,11078,91215,1351411,18
8270,2634,1078,191215,1351411,19
8271,634,21078,191215,1351411,20
8272,6034,21078,191215,1351411,21
8273,61034,2078,191215,1351411,22
8274,61034,278,191215,1351411,23
8275,61034,1278,91215,1351411,24
8276,61034,1278,901215,1351411,25
8277,61034,1278,912015,1351411,26
8278,61034,1208,912715,1351411,27
8279,61034,1280,912715,1351411,28
8280,1234,5678,9101112,1314150,0
8281,1234,5678,910110,13141512,1
8282,1234,5678,910011,13141512,2
8283,1234,5608,910711,13141512,3
8284,1234,5680,910711,13141512,4
8285,1230,5684,910711,13141512,5
8286,1203,5684,910711,13141512,6
8287,1283,5604,910711,13141512,7
8288,1283,5674,910011,13141512,8
8289,1283,5674,901011,13141512,9
8290,1283,5674,91011,13141512,10
8291,1283,5674,1391011,141512,11
8292,1283,5674,1391011,1401512,12
8293,1283,5674,1301011,1491512,13
8294,1283,5074,1361011,1491512,14
8295,1283,574,1361011,1491512,15
8296,283,1574,1361011,1491512,16
8297,2083,1574,1361011,1491512,17
8298,2583,1074,1361011,1491512,18
8299,2583,174,1361011,1491512,19
8300,2583,13174,61011,1491512,20
8301,2583,13174,601011,1491512,21
8302,2583,13174,610011,1491512,22
8303,1234,5678,9101112,1314150,0
8304,1234,5678,9101112,1314015,1
8305,1234,5678,910012,13141115,2
8306,1234,5608,910712,13141115,3
8307,1234,5680,910712,13141115,4
8308,1234,56812,91070,13141115,5
8309,1234,56812,910715,1314110,6
8310,1234,56812,910715,1314011,7
8311,1234,56812,910015,1314711,8
8312,1234,56812,910150,1314711,9
8313,1234,5680,9101512,1314711,10
8314,1234,5608,9101512,1314711,11
8315,1234,5068,9101512,1314711,12
8316,1234,568,9101512,1314711,13
8317,234,1568,9101512,1314711,14
8318,2034,1568,9101512,1314711,15
8319,2304,1568,9101512,1314711,16
8320,1234,5678,9101112,1314150,0
8321,1234,5678,910110,13141512,1
8322,1234,5678,910011,13141512,2
8323,1234,5678,901011,13141512,3
8324,1234,5678,91011,13141512,4
8325,1234,678,591011,13141512,5
8326,1234,6078,591011,13141512,6
8327,1234,6978,501011,13141512,7
8328,1234,6978,5141011,1301512,8
8329,1234,6978,5141011,1315012,9
8330,1234,6978,514011,13151012,10
8331,1234,6978,501411,13151012,11
8332,1234,6978,51411,13151012,12
8333,1234,6978,1351411,151012,13
8334,1234,6978,1351411,1501012,14
8335,1234,6978,1301411,1551012,15
8336,1234,6078,1391411,1551012,16
8337,1034,6278,1391411,1551012,17
8338,134,6278,1391411,1551012,18
8339,6134,278,1391411,1551012,19
8340,6134,13278,91411,1551012,20
8341,6134,13278,901411,1551012,21
8342,6134,13078,921411,1551012,22
8343,6134,13708,921411,1551012,23
8344,6134,137148,92011,1551012,24
8345,6134,137148,92110,1551012,25
8346,6134,137148,921112,155100,26
8347,6134,137148,921112,155010,27
8348,6134,137148,921112,150510,28
8349,6134,137148,901112,152510,29
8350,6134,137148,91112,152510,30
8351,1234,5678,9101112,1314150,0
8352,1234,5678,910110,13141512,1
8353,1234,5670,910118,13141512,2
8354,1230,5674,910118,13141512,3
8355,1203,5674,910118,13141512,4
8356,1023,5674,910118,13141512,5
8357,1623,5074,910118,13141512,6
8358,1623,51074,90118,13141512,7
8359,1623,51074,9118,13141512,8
8360,1623,51074,139118,141512,9
8361,1623,51074,139118,1401512,10
8362,1623,51074,130118,1491512,11
8363,1623,5074,1310118,1491512,12
8364,1623,574,1310118,1491512,13
8365,1623,13574,10118,1491512,14
8366,1623,13574,100118,1491512,15
8367,1623,13074,105118,1491512,16
8368,1623,13704,105118,1491512,17
8369,1623,13740,105118,1491512,18
8370,1620,13743,105118,1491512,19
8371,1602,13743,105118,1491512,20
8372,1062,13743,105118,1491512,21
8373,1762,13043,105118,1491512,22
8374,1762,1343,105118,1491512,23
8375,762,11343,105118,1491512,24
8376,7062,11343,105118,1491512,25
8377,71362,1043,105118,1491512,26
8378,71362,1543,100118,1491512,27
8379,71362,1543,101108,1491512,28
8380,71362,1503,101148,1491512,29
8381,71362,1530,101148,1491512,30
8382,71362,1538,101140,1491512,31
8383,71362,1538,101104,1491512,32
8384,71362,1538,1011154,149012,33
8385,71362,1538,1011154,140912,34
8386,1234,5678,9101112,1314150,0
8387,1234,5678,910110,13141512,1
8388,1234,5678,910011,13141512,2
8389,1234,5608,910711,13141512,3
8390,1234,5680,910711,13141512,4
8391,1234,56811,91070,13141512,5
8392,1234,56811,91007,13141512,6
8393,1234,56811,910157,1314012,7
8394,1234,56811,910157,1301412,8
8395,1234,56811,90157,13101412,9
8396,1234,50811,96157,13101412,10
8397,1234,58011,96157,13101412,11
8398,1234,581511,9607,13101412,12
8399,1234,581511,9067,13101412,13
8400,1234,581511,967,13101412,14
8401,1234,81511,5967,13101412,15
8402,234,181511,5967,13101412,16
8403,2034,181511,5967,13101412,17
8404,2304,181511,5967,13101412,18
8405,23154,18011,5967,13101412,19
8406,23154,18611,5907,13101412,20
8407,23154,18611,5097,13101412,21
8408,23154,18611,51097,1301412,22
8409,23154,18611,51097,1314012,23
8410,23154,18611,51007,1314912,24
8411,23154,18611,51070,1314912,25
8412,23154,1860,510711,1314912,26
8413,23150,1864,510711,1314912,27
8414,23015,1864,510711,1314912,28
8415,20315,1864,510711,1314912,29
8416,28315,1064,510711,1314912,30
8417,28315,11064,50711,1314912,31
8418,28315,11064,57011,1314912,32
8419,1234,5678,9101112,1314150,0
8420,1234,5678,9101112,1314015,1
8421,1234,5678,9101112,1301415,2
8422,1234,5678,901112,13101415,3
8423,1234,5678,91112,13101415,4
8424,1234,5678,1391112,101415,5
8425,1234,5678,1391112,1001415,6
8426,1234,5678,1301112,1091415,7
8427,1234,5678,1311012,1091415,8
8428,1234,5678,13111412,109015,9
8429,1234,5678,13111412,109150,10
8430,1234,5678,1311140,1091512,11
8431,1234,5678,1311014,1091512,12
8432,1234,5608,1311714,1091512,13
8433,1204,5638,1311714,1091512,14
8434,1024,5638,1311714,1091512,15
8435,124,5638,1311714,1091512,16
8436,5124,638,1311714,1091512,17
8437,5124,13638,11714,1091512,18
8438,5124,13638,110714,1091512,19
8439,5124,13038,116714,1091512,20
8440,5124,13308,116714,1091512,21
8441,5124,13380,116714,1091512,22
8442,5120,13384,116714,1091512,23
8443,5102,13384,116714,1091512,24
8444,5182,13304,116714,1091512,25
8445,5182,13034,116714,1091512,26
8446,5082,13134,116714,1091512,27
8447,582,13134,116714,1091512,28
8448,13582,134,116714,1091512,29
8449,13582,11134,6714,1091512,30
8450,13582,11134,60714,1091512,31
8451,13582,11034,61714,1091512,32
8452,13582,11304,61714,1091512,33
8453,13582,11374,61014,1091512,34
8454,13582,11374,611514,109012,35
8455,13582,11374,611514,100912,36
8456,13582,11374,601514,101912,37
8457,13582,11374,615014,101912,38
8458,13582,11374,615914,101012,39
8459,13582,11374,615914,100112,40
8460,1234,5678,9101112,1314150,0
8461,1234,5678,9101112,1314015,1
8462,1234,5678,910012,13141115,2
8463,1234,5608,910712,13141115,3
8464,1234,5068,910712,13141115,4
8465,1034,5268,910712,13141115,5
8466,1304,5268,910712,13141115,6
8467,1364,5208,910712,13141115,7
8468,1364,5278,910012,13141115,8
8469,1364,5278,910120,13141115,9
8470,1364,5270,910128,13141115,10
8471,1360,5274,910128,13141115,11
8472,1306,5274,910128,13141115,12
8473,1036,5274,910128,13141115,13
8474,1236,5074,910128,13141115,14
8475,1236,5704,910128,13141115,15
8476,1236,57124,91008,13141115,16
8477,1236,57124,910118,1314015,17
8478,1236,57124,910118,1314150,18
8479,1236,57124,910110,1314158,19
8480,1236,57124,910011,1314158,20
8481,1236,57124,9101511,131408,21
8482,1236,57124,9101511,130148,22
8483,1236,57124,901511,1310148,23
8484,1236,50124,971511,1310148,24
8485,1236,5124,971511,1310148,25
8486,1236,95124,71511,1310148,26
8487,1236,95124,701511,1310148,27
8488,1236,90124,751511,1310148,28
8489,1036,92124,751511,1310148,29
8490,1306,92124,751511,1310148,30
8491,13126,9204,751511,1310148,31
8492,13126,9240,751511,1310148,32
8493,1234,5678,9101112,1314150,0
8494,1234,5678,9101112,1314015,1
8495,1234,5678,9101112,1301415,2
8496,1234,5678,901112,13101415,3
8497,1234,5678,911012,13101415,4
8498,1234,5608,911712,13101415,5
8499,1204,5638,911712,13101415,6
8500,1240,5638,911712,13101415,7
8501,1248,5630,911712,13101415,8
8502,1248,56312,91170,13101415,9
8503,1248,56312,91107,13101415,10
8504,1248,56312,911147,1310015,11
8505,1248,56312,911147,1310150,12
8506,1248,56312,911140,1310157,13
8507,1248,56312,911014,1310157,14
8508,1248,56312,9111514,131007,15
8509,1248,56312,9111514,130107,16
8510,1248,56312,901514,1311107,17
8511,1248,56312,91514,1311107,18
8512,1248,6312,591514,1311107,19
8513,1248,60312,591514,1311107,20
8514,1248,63012,591514,1311107,21
8515,1248,63120,591514,1311107,22
8516,1240,63128,591514,1311107,23
8517,1204,63128,591514,1311107,24
8518,12124,6308,591514,1311107,25
8519,12124,6380,591514,1311107,26
8520,1234,5678,9101112,1314150,0
8521,1234,5678,910110,13141512,1
8522,1234,5670,910118,13141512,2
8523,1234,5607,910118,13141512,3
8524,1234,5067,910118,13141512,4
8525,1234,51067,90118,13141512,5
8526,1234,51067,9118,13141512,6
8527,1234,51067,139118,141512,7
8528,1234,51067,139118,1401512,8
8529,1234,51067,139118,1415012,9
8530,1234,51067,139118,1415120,10
8531,1234,51067,139110,1415128,11
8532,1234,51060,139117,1415128,12
8533,1234,51006,139117,1415128,13
8534,1234,510116,13907,1415128,14
8535,1234,510116,139127,141508,15
8536,1234,510116,139127,141580,16
8537,1234,510116,139120,141587,17
8538,1234,510116,139012,141587,18
8539,1234,510116,130912,141587,19
8540,1234,510116,1315912,14087,20
8541,1234,510116,1315912,14807,21
8542,1234,510116,1315012,14897,22
8543,1234,51006,13151112,14897,23
8544,1234,51060,13151112,14897,24
8545,1234,5678,9101112,1314150,0
8546,1234,5678,910110,13141512,1
8547,1234,5678,910011,13141512,2
8548,1234,5678,901011,13141512,3
8549,1234,5078,961011,13141512,4
8550,1234,5708,961011,13141512,5
8551,1204,5738,961011,13141512,6
8552,1240,5738,961011,13141512,7
8553,1248,5730,961011,13141512,8
8554,1248,57311,96100,13141512,9
8555,1248,57311,96010,13141512,10
8556,1248,57311,961510,1314012,11
8557,1248,57311,961510,1301412,12
8558,1248,57311,901510,1361412,13
8559,1248,50311,971510,1361412,14
8560,1248,5311,971510,1361412,15
8561,1248,95311,71510,1361412,16
8562,1248,95311,701510,1361412,17
8563,1248,90311,751510,1361412,18
8564,1248,9311,751510,1361412,19
8565,248,19311,751510,1361412,20
8566,2048,19311,751510,1361412,21
8567,2948,10311,751510,1361412,22
8568,2948,13011,751510,1361412,23
8569,2948,13110,751510,1361412,24
8570,2948,131110,75150,1361412,25
8571,2948,131110,75015,1361412,26
8572,2948,131110,751415,136012,27
8573,2948,131110,751415,130612,28
8574,2948,131110,751415,13612,29
8575,2948,131110,51415,713612,30
8576,2948,131110,501415,713612,31
8577,2948,131110,514015,713612,32
8578,2948,13010,5141115,713612,33
8579,2908,13410,5141115,713612,34
8580,2098,13410,5141115,713612,35
8581,298,13410,5141115,713612,36
8582,1298,3410,5141115,713612,37
8583,1298,53410,141115,713612,38
8584,1234,5678,9101112,1314150,0
8585,1234,5678,910110,13141512,1
8586,1234,5678,910011,13141512,2
8587,1234,5678,901011,13141512,3
8588,1234,5678,91011,13141512,4
8589,1234,678,591011,13141512,5
8590,234,1678,591011,13141512,6
8591,2034,1678,591011,13141512,7
8592,2304,1678,591011,13141512,8
8593,2340,1678,591011,13141512,9
8594,2348,1670,591011,13141512,10
8595,2348,1607,591011,13141512,11
8596,2348,16107,59011,13141512,12
8597,2348,16107,50911,13141512,13
8598,2348,16107,514911,1301512,14
8599,2348,16107,514911,1315012,15
8600,2348,16107,514911,1315120,16
8601,2348,16107,51490,13151211,17
8602,2348,16100,51497,13151211,18
8603,2340,16108,51497,13151211,19
8604,2304,16108,51497,13151211,20
8605,23104,1608,51497,13151211,21
8606,23104,1698,51407,13151211,22
8607,23104,1698,50147,13151211,23
8608,23104,1698,5147,13151211,24
8609,23104,698,15147,13151211,25
8610,23104,6098,15147,13151211,26
8611,23104,6908,15147,13151211,27
8612,23104,6980,15147,13151211,28
8613,23104,6987,15140,13151211,29
8614,23104,6987,151411,1315120,30
8615,1234,5678,9101112,1314150,0
8616,1234,5678,9101112,1314015,1
8617,1234,5678,9101112,1301415,2
8618,1234,5678,901112,13101415,3
8619,1234,5078,961112,13101415,4
8620,1234,5708,961112,13101415,5
8621,1234,5780,961112,13101415,6
8622,1234,57812,96110,13101415,7
8623,1234,57812,96011,13101415,8
8624,1234,57012,96811,13101415,9
8625,1234,50712,96811,13101415,10
8626,1234,5712,96811,13101415,11
8627,234,15712,96811,13101415,12
8628,2034,15712,96811,13101415,13
8629,2534,10712,96811,13101415,14
8630,2534,16712,90811,13101415,15
8631,2534,16712,9811,13101415,16
8632,2534,16712,139811,101415,17
8633,2534,16712,139811,1001415,18
8634,2534,16712,130811,1091415,19
8635,2534,16712,138011,1091415,20
8636,2534,16712,1381411,109015,21
8637,2534,16712,1381411,109150,22
8638,2534,16712,138140,1091511,23
8639,2534,1670,1381412,1091511,24
8640,2530,1674,1381412,1091511,25
8641,2503,1674,1381412,1091511,26
8642,2573,1604,1381412,1091511,27
8643,2573,16144,138012,1091511,28
8644,2573,16144,138120,1091511,29
8645,2573,16140,138124,1091511,30
8646,1234,5678,9101112,1314150,0
8647,1234,5678,910110,13141512,1
8648,1234,5670,910118,13141512,2
8649,1234,5607,910118,13141512,3
8650,1234,5067,910118,13141512,4
8651,1034,5267,910118,13141512,5
8652,1304,5267,910118,13141512,6
8653,1364,5207,910118,13141512,7
8654,1364,5027,910118,13141512,8
8655,1364,527,910118,13141512,9
8656,1364,9527,10118,13141512,10
8657,1364,9527,100118,13141512,11
8658,1364,9527,101108,13141512,12
8659,1364,9527,101180,13141512,13
8660,1364,9520,101187,13141512,14
8661,1360,9524,101187,13141512,15
8662,1306,9524,101187,13141512,16
8663,1326,9504,101187,13141512,17
8664,1326,9540,101187,13141512,18
8665,1326,9547,101180,13141512,19
8666,1326,9547,101108,13141512,20
8667,1326,9547,1011158,1314012,21
8668,1326,9547,1011158,1301412,22
8669,1326,9547,100158,13111412,23
8670,1326,9547,101508,13111412,24
8671,1326,9507,101548,13111412,25
8672,1326,9057,101548,13111412,26
8673,1326,91557,10048,13111412,27
8674,1326,91557,10408,13111412,28
8675,1326,91557,104148,1311012,29
8676,1326,91557,104148,1301112,30
8677,1326,91557,104148,131112,31
8678,1326,91557,4148,10131112,32
8679,1326,1557,94148,10131112,33
8680,326,11557,94148,10131112,34
8681,3026,11557,94148,10131112,35
8682,3206,11557,94148,10131112,36
8683,1234,5678,9101112,1314150,0
8684,1234,5678,9101112,1314015,1
8685,1234,5678,9101112,1301415,2
8686,1234,5678,901112,13101415,3
8687,1234,5678,91112,13101415,4
8688,1234,5678,1391112,101415,5
8689,1234,5678,1391112,1001415,6
8690,1234,5678,1301112,1091415,7
8691,1234,5678,131112,1091415,8
8692,1234,678,5131112,1091415,9
8693,1234,6078,5131112,1091415,10
8694,1034,6278,5131112,1091415,11
8695,134,6278,5131112,1091415,12
8696,6134,278,5131112,1091415,13
8697,6134,2078,5131112,1091415,14
8698,6134,2708,5131112,1091415,15
8699,6104,2738,5131112,1091415,16
8700,6014,2738,5131112,1091415,17
8701,6714,2038,5131112,1091415,18
8702,6714,21338,501112,1091415,19
8703,6714,21338,511012,1091415,20
8704,6714,21308,511312,1091415,21
8705,6704,21318,511312,1091415,22
8706,6740,21318,511312,1091415,23
8707,6748,21310,511312,1091415,24
8708,6748,21301,511312,1091415,25
8709,6748,21331,511012,1091415,26
8710,1234,5678,9101112,1314150,0
8711,1234,5678,910110,13141512,1
8712,1234,5670,910118,13141512,2
8713,1234,5607,910118,13141512,3
8714,1234,5067,910118,13141512,4
8715,1234,51067,90118,13141512,5
8716,1234,51067,91108,13141512,6
8717,1234,51067,91180,13141512,7
8718,1234,51067,911812,1314150,8
8719,1234,51067,911812,1314015,9
8720,1234,51067,911012,1314815,10
8721,1234,51007,911612,1314815,11
8722,1234,50107,911612,1314815,12
8723,1034,52107,911612,1314815,13
8724,134,52107,911612,1314815,14
8725,5134,2107,911612,1314815,15
8726,5134,92107,11612,1314815,16
8727,5134,92107,110612,1314815,17
8728,5134,92107,1114612,130815,18
8729,5134,92107,1114612,138015,19
8730,5134,92107,1114612,138150,20
8731,5134,92107,111460,1381512,21
8732,5134,92107,111406,1381512,22
8733,5134,9207,1114106,1381512,23
8734,5104,9237,1114106,1381512,24
8735,5014,9237,1114106,1381512,25
8736,514,9237,1114106,1381512,26
8737,1234,5678,9101112,1314150,0
8738,1234,5678,9101112,1314015,1
8739,1234,5678,9101112,1301415,2
8740,1234,5678,901112,13101415,3
8741,1234,5678,91112,13101415,4
8742,1234,5678,1391112,101415,5
8743,1234,5678,1391112,1001415,6
8744,1234,5678,1391112,1014015,7
8745,1234,5678,139012,10141115,8
8746,1234,5608,139712,10141115,9
8747,1234,5068,139712,10141115,10
8748,1234,568,139712,10141115,11
8749,1234,13568,9712,10141115,12
8750,1234,13568,90712,10141115,13
8751,1234,13568,914712,1001115,14
8752,1234,13568,914712,1011015,15
8753,1234,13568,914712,1011150,16
8754,1234,13568,91470,10111512,17
