,col1,ans
7614,1234567091011813141512,2
7615,1230567491011813141512,3
7616,1203567491011813141512,4
7617,1273560491011813141512,5
7618,1273506491011813141512,6
7619,1273056491011813141512,7
7620,1273956401011813141512,8
7621,1273956413101180141512,9
7622,1273956413101181401512,10
7623,1273956413011814101512,11
7624,1273956413110814101512,12
7625,1273956413111581410012,13
7626,1273956413111581401012,14
7627,1273956413015814111012,15
7628,1273956401315814111012,16
7629,1273956414131580111012,17
7630,1273956414131581101012,18
7631,1273956414131581110012,19
7632,1273956414131581110120,20
7633,1273956414131501110128,21
7634,1273956414130151110128,22
7635,1234567891011121314150,0
7636,1234567891011121314015,1
7637,1234567891001213141115,2
7638,1234560891071213141115,3
7639,1234568091071213141115,4
7640,1230568491071213141115,5
7641,1203568491071213141115,6
7642,1023568491071213141115,7
7643,1623508491071213141115,8
7644,1623510849071213141115,9
7645,1623510849701213141115,10
7646,1623510049781213141115,11
7647,1623501049781213141115,12
7648,1623571049081213141115,13
7649,1623571040981213141115,14
7650,1623571041398120141115,15
7651,1623571041398121401115,16
7652,1623571041398121411015,17
7653,1623571041390121411815,18
7654,1623571041391201411815,19
7655,1623571001391241411815,20
7656,1623570101391241411815,21
7657,1603572101391241411815,22
7658,1063572101391241411815,23
7659,1763502101391241411815,24
7660,1763052101391241411815,25
7661,763152101391241411815,26
7662,7063152101391241411815,27
7663,7563102101391241411815,28
7664,7563120101391241411815,29
7665,7503126101391241411815,30
7666,7053126101391241411815,31
7667,7253106101391241411815,32
7668,7253016101391241411815,33
7669,7253131610091241411815,34
7670,7253131610149124011815,35
7671,7253131610149124110815,36
7672,7253131610140124119815,37
7673,7253130610141124119815,38
7674,7253013610141124119815,39
7675,7253141361001124119815,40
7676,1234567891011121314150,0
7677,1234567891011121314015,1
7678,1234567891011121301415,2
7679,1234567890111213101415,3
7680,1234567809111213101415,4
7681,1234067859111213101415,5
7682,234167859111213101415,6
7683,2034167859111213101415,7
7684,2304167859111213101415,8
7685,2374160859111213101415,9
7686,2374161185901213101415,10
7687,2374161185091213101415,11
7688,2374101185691213101415,12
7689,2074131185691213101415,13
7690,2704131185691213101415,14
7691,2711413085691213101415,15
7692,2711413985601213101415,16
7693,2711413985061213101415,17
7694,2711410985361213101415,18
7695,2011417985361213101415,19
7696,2110417985361213101415,20
7697,2114017985361213101415,21
7698,2114817905361213101415,22
7699,2114817912536013101415,23
7700,2114817912536151310140,24
7701,1234567891011121314150,0
7702,1234567891011013141512,1
7703,1234567091011813141512,2
7704,1230567491011813141512,3
7705,1203567491011813141512,4
7706,1023567491011813141512,5
7707,1623507491011813141512,6
7708,1623510749011813141512,7
7709,1623510749141181301512,8
7710,1623510749141180131512,9
7711,1623510740141189131512,10
7712,1623510741401189131512,11
7713,1623510741411089131512,12
7714,1623510741411809131512,13
7715,1623510701411849131512,14
7716,1620510731411849131512,15
7717,1602510731411849131512,16
7718,1672510031411849131512,17
7719,1672510831411049131512,18
7720,1672510831411154913012,19
7721,1672510831411154913120,20
7722,1672510831411150913124,21
7723,1672510831411015913124,22
7724,1672510031411815913124,23
7725,1672501031411815913124,24
7726,1072561031411815913124,25
7727,1702561031411815913124,26
7728,1710256031411815913124,27
7729,1710256301411815913124,28
7730,1710056321411815913124,29
7731,1701056321411815913124,30
7732,1071056321411815913124,31
7733,1671050321411815913124,32
7734,1671053021411815913124,33
7735,1601053721411815913124,34
7736,1234567891011121314150,0
7737,1234567891011121314015,1
7738,1234567891001213141115,2
7739,1234560891071213141115,3
7740,1234568091071213141115,4
7741,1234568129107013141115,5
7742,1234568129100713141115,6
7743,1234560129108713141115,7
7744,1204563129108713141115,8
7745,1240563129108713141115,9
7746,1241256309108713141115,10
7747,1241256379108013141115,11
7748,1241256379100813141115,12
7749,1241256379010813141115,13
7750,1241256379141081301115,14
7751,1241256379141081311015,15
7752,1241256379141081311150,16
7753,1241256379141001311158,17
7754,1241256379140101311158,18
7755,1241256379141510131108,19
7756,1241256379141510130118,20
7757,1241256379141510013118,21
7758,1241256370141510913118,22
7759,1241206375141510913118,23
7760,1241260375141510913118,24
7761,1041262375141510913118,25
7762,141262375141510913118,26
7763,6141202375141510913118,27
7764,6141220375141510913118,28
7765,6141223075141510913118,29
7766,6141223157514010913118,30
7767,6141223157501410913118,31
7768,6141223157513141090118,32
7769,6141223157513141009118,33
7770,6141223157013141059118,34
7771,6141203157213141059118,35
7772,6141230157213141059118,36
7773,6141231507213141059118,37
7774,6141231514721301059118,38
7775,6141231514720131059118,39
7776,6141231514702131059118,40
7777,1234567891011121314150,0
7778,1234567891011013141512,1
7779,1234567891001113141512,2
7780,1234567890101113141512,3
7781,1234567809101113141512,4
7782,1234567813910110141512,5
7783,1234567813910111401512,6
7784,1234567813910111415012,7
7785,1234567813901114151012,8
7786,1234560813971114151012,9
7787,1234506813971114151012,10
7788,1234056813971114151012,11
7789,234156813971114151012,12
7790,2034156813971114151012,13
7791,2534106813971114151012,14
7792,2534016813971114151012,15
7793,2534131680971114151012,16
7794,2534131689071114151012,17
7795,2534131689701114151012,18
7796,2534131089761114151012,19
7797,2504131389761114151012,20
7798,2540131389761114151012,21
7799,2548131309761114151012,22
7800,2548131311976014151012,23
7801,2548131311970614151012,24
7802,2548131011973614151012,25
7803,2548131110973614151012,26
7804,2540131118973614151012,27
7805,2504131118973614151012,28
7806,2511413108973614151012,29
7807,2511413018973614151012,30
7808,2511401318973614151012,31
7809,2511491318073614151012,32
7810,2511491318703614151012,33
7811,2511491318730614151012,34
7812,2511491318736014151012,35
7813,2511491310736814151012,36
7814,1234567891011121314150,0
7815,1234567891011121314015,1
7816,1234567891001213141115,2
7817,1234567890101213141115,3
7818,1234567809101213141115,4
7819,1234567813910120141115,5
7820,1234567813910121401115,6
7821,1234567813010121491115,7
7822,1234507813610121491115,8
7823,1234570813610121491115,9
7824,1234571081360121491115,10
7825,1234571081361112149015,11
7826,1234571081361112140915,12
7827,1234571081301112146915,13
7828,1234501081371112146915,14
7829,1234510081371112146915,15
7830,1204510381371112146915,16
7831,1240510381371112146915,17
7832,1248510301371112146915,18
7833,1248510312137110146915,19
7834,1248510312137011146915,20
7835,1248510312130711146915,21
7836,1248503121310711146915,22
7837,1248053121310711146915,23
7838,248153121310711146915,24
7839,2048153121310711146915,25
7840,2408153121310711146915,26
7841,2438150121310711146915,27
7842,2438105121310711146915,28
7843,2438110512130711146915,29
7844,2438110512013711146915,30
7845,2438010512113711146915,31
7846,2438100512113711146915,32
7847,2038104512113711146915,33
7848,2308104512113711146915,34
7849,2380104512113711146915,35
7850,2381210450113711146915,36
7851,2381210451111370146915,37
7852,2381210451111371514690,38
7853,2381210451111371514609,39
7854,2381210451111371514069,40
7855,2381210451110715141369,41
7856,2381210051114715141369,42
7857,1234567891011121314150,0
7858,1234567891011121314015,1
7859,1234567891011121301415,2
7860,1234567891011120131415,3
7861,1234567801011129131415,4
7862,1234567810011129131415,5
7863,1234567810110129131415,6
7864,1234567810111412913015,7
7865,1234567810111412901315,8
7866,1234567810014129111315,9
7867,1234567801014129111315,10
7868,1234067851014129111315,11
7869,1234607851014129111315,12
7870,1034627851014129111315,13
7871,1304627851014129111315,14
7872,1340627851014129111315,15
7873,1348627051014129111315,16
7874,1348627125101409111315,17
7875,1348627125100149111315,18
7876,1348620125107149111315,19
7877,1308624125107149111315,20
7878,1234567891011121314150,0
7879,1234567891011013141512,1
7880,1234567891001113141512,2
7881,1234567890101113141512,3
7882,1234507896101113141512,4
7883,1234570896101113141512,5
7884,1234571089601113141512,6
7885,1234571089615111314012,7
7886,1234571089615111301412,8
7887,1234571089015111361412,9
7888,1234501089715111361412,10
7889,1234510089715111361412,11
7890,1234510158970111361412,12
7891,1234510158971411136012,13
7892,1234510158971411130612,14
7893,1234510158971411013612,15
7894,1234510158071411913612,16
7895,1234510158701411913612,17
7896,1234501587101411913612,18
7897,1234051587101411913612,19
7898,1234751580101411913612,20
7899,1234751581001411913612,21
7900,1234701581051411913612,22
7901,1234567891011121314150,0
7902,1234567891011013141512,1
7903,1234567891001113141512,2
7904,1234567891015111314012,3
7905,1234567891015111301412,4
7906,1234567890151113101412,5
7907,1234567891501113101412,6
7908,1234567891514111310012,7
7909,1234567891514111310120,8
7910,1234567891514013101211,9
7911,1234567891501413101211,10
7912,1234560891571413101211,11
7913,1204563891571413101211,12
7914,1024563891571413101211,13
7915,1624503891571413101211,14
7916,1624530891571413101211,15
7917,1604532891571413101211,16
7918,1640532891571413101211,17
7919,1648532091571413101211,18
7920,1648530291571413101211,19
7921,1648503291571413101211,20
7922,1648515329071413101211,21
7923,1648515320971413101211,22
7924,1648015325971413101211,23
7925,648115325971413101211,24
7926,1234567891011121314150,0
7927,1234567891011013141512,1
7928,1234567091011813141512,2
7929,1234560791011813141512,3
7930,1204563791011813141512,4
7931,1240563791011813141512,5
7932,1247563091011813141512,6
7933,1247560391011813141512,7
7934,1247506391011813141512,8
7935,1247510639011813141512,9
7936,1247510630911813141512,10
7937,1247010635911813141512,11
7938,247110635911813141512,12
7939,2047110635911813141512,13
7940,2407110635911813141512,14
7941,2467110035911813141512,15
7942,2467101035911813141512,16
7943,2467191035011813141512,17
7944,2467191035141181301512,18
7945,1234567891011121314150,0
7946,1234567891011013141512,1
7947,1234567891001113141512,2
7948,1234567891015111314012,3
7949,1234567891015111314120,4
7950,1234567891015013141211,5
7951,1234567891001513141211,6
7952,1234560891071513141211,7
7953,1204563891071513141211,8
7954,1240563891071513141211,9
7955,1248563091071513141211,10
7956,1248560391071513141211,11
7957,1248567391001513141211,12
7958,1248567390101513141211,13
7959,1248507396101513141211,14
7960,1234567891011121314150,0
7961,1234567891011013141512,1
7962,1234567091011813141512,2
7963,1234560791011813141512,3
7964,1234561179100813141512,4
7965,1234561179010813141512,5
7966,1234561170910813141512,6
7967,1234561171391080141512,7
7968,1234561171391081401512,8
7969,1234561171301081491512,9
7970,1234561170131081491512,10
7971,1234061175131081491512,11
7972,1234601175131081491512,12
7973,1034621175131081491512,13
7974,1304621175131081491512,14
7975,1311462075131081491512,15
7976,1311462107513081491512,16
7977,1311462107501381491512,17
7978,1311460107521381491512,18
7979,1011463107521381491512,19
7980,111463107521381491512,20
7981,6111403107521381491512,21
7982,6111453107021381491512,22
7983,6111453107142138091512,23
7984,6111453107142138901512,24
7985,6111453107140138921512,25
7986,6111453107141308921512,26
7987,6111453107141315892012,27
7988,6111453107141315892120,28
7989,6111453107141315092128,29
7990,6111453100141315792128,30
7991,6111453010141315792128,31
7992,6111450310141315792128,32
7993,6111451331014015792128,33
7994,6111451331001415792128,34
7995,1234567891011121314150,0
7996,1234567891011013141512,1
7997,1234567891001113141512,2
7998,1234560891071113141512,3
7999,1234506891071113141512,4
8000,1034526891071113141512,5
8001,134526891071113141512,6
8002,5134026891071113141512,7
8003,5134926801071113141512,8
8004,5134926810071113141512,9
8005,5134906810271113141512,10
8006,5134960810271113141512,11
8007,5134967810201113141512,12
8008,5134967810021113141512,13
8009,5134967810142111301512,14
8010,5134967810142111315012,15
8011,5134967810140111315212,16
8012,5134967810141101315212,17
8013,5134967810141112131520,18
8014,5134967810141112131502,19
8015,5134967810140121315112,20
8016,5134967810141201315112,21
8017,5134967010141281315112,22
8018,5134960710141281315112,23
8019,5104963710141281315112,24
8020,5014963710141281315112,25
8021,5614903710141281315112,26
8022,5614914371001281315112,27
8023,5614914370101281315112,28
8024,5614014379101281315112,29
8025,5614140379101281315112,30
8026,5614141037901281315112,31
8027,5614141037912081315112,32
8028,5614141037912118131502,33
8029,5614141037912118130152,34
8030,1234567891011121314150,0
8031,1234567891011013141512,1
8032,1234567091011813141512,2
8033,1234560791011813141512,3
8034,1204563791011813141512,4
8035,1024563791011813141512,5
8036,124563791011813141512,6
8037,5124063791011813141512,7
8038,5124603791011813141512,8
8039,5124610379011813141512,9
8040,5124610379110813141512,10
8041,5124610379118013141512,11
8042,5124610309118713141512,12
8043,5124610039118713141512,13
8044,5124601039118713141512,14
8045,5124611103908713141512,15
8046,5124611103914871301512,16
8047,5124611103914871315012,17
8048,5124611103914071315812,18
8049,5124611103914701315812,19
8050,5124611103914712131580,20
8051,5124611103914712131508,21
8052,5124611103914012131578,22
8053,5124611039141012131578,23
8054,5104611239141012131578,24
8055,5014611239141012131578,25
8056,5111460239141012131578,26
8057,5111406239141012131578,27
8058,5111496230141012131578,28
8059,5111496231401012131578,29
8060,5111496231410012131578,30
8061,5111496031410212131578,31
8062,5111490631410212131578,32
8063,1234567891011121314150,0
8064,1234567891011013141512,1
8065,1234567091011813141512,2
8066,1230567491011813141512,3
8067,1203567491011813141512,4
8068,1023567491011813141512,5
8069,1623507491011813141512,6
8070,1623570491011813141512,7
8071,1603572491011813141512,8
8072,1630572491011813141512,9
8073,1634572091011813141512,10
8074,1634570291011813141512,11
8075,1634571129100813141512,12
8076,1634571129010813141512,13
8077,1634571120910813141512,14
8078,1634571121391080141512,15
8079,1634571121391081401512,16
8080,1634571121391081415012,17
8081,1634571121391081415120,18
8082,1634571121391001415128,19
8083,1634571121390101415128,20
8084,1634571121391210141508,21
8085,1634571121391210140158,22
8086,1634571121301210149158,23
8087,1634571121312010149158,24
8088,1634570213121110149158,25
8089,1604573213121110149158,26
8090,1234567891011121314150,0
8091,1234567891011121314015,1
8092,1234567891011121301415,2
8093,1234567890111213101415,3
8094,1234507896111213101415,4
8095,1234057896111213101415,5
8096,1234957806111213101415,6
8097,1234957860111213101415,7
8098,1234957861101213101415,8
8099,1234957861112013101415,9
8100,1234957061112813101415,10
8101,1230957461112813101415,11
8102,1203957461112813101415,12
8103,1273950461112813101415,13
8104,1273954061112813101415,14
8105,1273954861112013101415,15
8106,1273954861112151310140,16
8107,1273954861112151310014,17
8108,1273954861112151301014,18
8109,1273954861112150131014,19
8110,1273954801112156131014,20
8111,1273954811012156131014,21
8112,1273954811131215601014,22
8113,1273954811131215610014,23
8114,1273954811130156101214,24
8115,1273954811013156101214,25
8116,1273904811513156101214,26
8117,1073924811513156101214,27
8118,173924811513156101214,28
8119,9173024811513156101214,29
8120,9173204811513156101214,30
8121,9073214811513156101214,31
8122,9703214811513156101214,32
8123,1234567891011121314150,0
8124,1234567891011013141512,1
8125,1234567891001113141512,2
8126,1234567891015111314012,3
8127,1234567891015111314120,4
8128,1234567891015013141211,5
8129,1234567891001513141211,6
8130,1234567890101513141211,7
8131,1234507896101513141211,8
8132,1234057896101513141211,9
8133,234157896101513141211,10
8134,2034157896101513141211,11
8135,2534107896101513141211,12
8136,2534167890101513141211,13
8137,2534167809101513141211,14
8138,2534167813910150141211,15
8139,2534167813910151401211,16
8140,2534167813910151412011,17
8141,2534167813910151412110,18
8142,1234567891011121314150,0
8143,1234567891011121314015,1
8144,1234567891001213141115,2
8145,1234567890101213141115,3
8146,1234507896101213141115,4
8147,1234570896101213141115,5
8148,1234578096101213141115,6
8149,1234578129610013141115,7
8150,1234578129601013141115,8
8151,1234578129611101314015,9
8152,1234578129611101301415,10
8153,1234578129011101361415,11
8154,1234578120911101361415,12
8155,1234578121391110061415,13
8156,1234578121391110601415,14
8157,1234578121301110691415,15
8158,1234578120131110691415,16
8159,1234078125131110691415,17
8160,234178125131110691415,18
8161,2034178125131110691415,19
8162,2734108125131110691415,20
8163,2734180125131110691415,21
8164,2734181205131110691415,22
8165,2730181245131110691415,23
8166,2703181245131110691415,24
8167,2073181245131110691415,25
8168,2873101245131110691415,26
8169,2873112045131110691415,27
8170,2873112114513010691415,28
8171,2873112114513100691415,29
8172,2873112110513104691415,30
8173,1234567891011121314150,0
8174,1234567891011121314015,1
8175,1234567891001213141115,2
8176,1234560891071213141115,3
8177,1204563891071213141115,4
8178,1240563891071213141115,5
8179,1248563091071213141115,6
8180,1248560391071213141115,7
8181,1208564391071213141115,8
8182,1028564391071213141115,9
8183,128564391071213141115,10
8184,5128064391071213141115,11
8185,5128604391071213141115,12
8186,5128640391071213141115,13
8187,5128647391001213141115,14
8188,5128647390101213141115,15
8189,5128647391410121301115,16
8190,5128647391410121311015,17
8191,5128647391401213111015,18
8192,1234567891011121314150,0
8193,1234567891011013141512,1
8194,1234567091011813141512,2
8195,1230567491011813141512,3
8196,1203567491011813141512,4
8197,1023567491011813141512,5
8198,1623507491011813141512,6
8199,1623510749011813141512,7
8200,1623510749110813141512,8
8201,1623510049117813141512,9
8202,1623510409117813141512,10
8203,1620510439117813141512,11
8204,1602510439117813141512,12
8205,1062510439117813141512,13
8206,162510439117813141512,14
8207,5162010439117813141512,15
8208,5162100439117813141512,16
8209,5162104039117813141512,17
8210,5162104739110813141512,18
8211,5162104739111581314012,19
8212,5162104739111581314120,20
8213,5162104739111501314128,21
8214,5162104739110151314128,22
8215,5162104739111215131408,23
8216,5162104739111215130148,24
8217,5162104739012151311148,25
8218,5162100739412151311148,26
8219,5062101739412151311148,27
8220,5602101739412151311148,28
8221,5620101739412151311148,29
8222,5623101709412151311148,30
8223,5623101715941201311148,31
8224,5623101715940121311148,32
8225,5623101715941412131108,33
8226,5623101715941412130118,34
8227,1234567891011121314150,0
8228,1234567891011121314015,1
8229,1234567891001213141115,2
8230,1234567890101213141115,3
8231,1234567809101213141115,4
8232,1234067859101213141115,5
8233,1234607859101213141115,6
8234,1234670859101213141115,7
8235,1234671085901213141115,8
8236,1234671085911121314015,9
8237,1234671085911121301415,10
8238,1234671085011121391415,11
8239,1234671085110121391415,12
8240,1234671085111201391415,13
8241,1234671085111215139140,14
8242,1234671085111215139014,15
8243,1234671085111215130914,16
8244,1234671085012151311914,17
8245,1234671080512151311914,18
8246,1234671081351215011914,19
8247,1234671081351215110914,20
8248,1234671081351215119014,21
8249,1234671081350151191214,22
8250,1234671081305151191214,23
8251,1234601081375151191214,24
8252,1034621081375151191214,25
8253,1304621081375151191214,26
8254,1310462081375151191214,27
8255,1310462801375151191214,28
8256,1310462815137501191214,29
8257,1310462815137051191214,30
8258,1310462815137125119014,31
8259,1310462815137125110914,32
8260,1310462815130125117914,33
8261,1310462815013125117914,34
8262,1310402815613125117914,35
8263,1310420815613125117914,36
8264,1310428015613125117914,37
8265,1310428150613125117914,38
8266,1310428155613120117914,39
8267,1310428155613121411790,40
8268,1234567891011121314150,0
8269,1234567891011013141512,1
8270,1234567891001113141512,2
8271,1234560891071113141512,3
8272,1234568091071113141512,4
8273,1234568119107013141512,5
8274,1234568119100713141512,6
8275,1234568119010713141512,7
8276,1234568119141071301512,8
8277,1234568119141070131512,9
8278,1234568110141079131512,10
8279,1234568111401079131512,11
8280,1234568111410079131512,12
8281,1234568111410157913012,13
8282,1234568111410157901312,14
8283,1234568111410157091312,15
8284,1234568110101571491312,16
8285,1234568111001571491312,17
8286,1234568111015071491312,18
8287,1234568111015137149012,19
8288,1234568111015137140912,20
8289,1234568111001371415912,21
8290,1234508111061371415912,22
8291,1234567891011121314150,0
8292,1234567891011013141512,1
8293,1234567891001113141512,2
8294,1234560891071113141512,3
8295,1234506891071113141512,4
8296,1234056891071113141512,5
8297,1234956801071113141512,6
8298,1234956813107110141512,7
8299,1234956813107111401512,8
8300,1234956813107111415012,9
8301,1234956813107111415120,10
8302,1234956813107014151211,11
8303,1234956013107814151211,12
8304,1230956413107814151211,13
8305,1203956413107814151211,14
8306,1263950413107814151211,15
8307,1263905413107814151211,16
8308,1263095413107814151211,17
8309,263195413107814151211,18
8310,2063195413107814151211,19
8311,2963105413107814151211,20
8312,2963110541307814151211,21
8313,2963110541315781401211,22
8314,1234567891011121314150,0
8315,1234567891011013141512,1
8316,1234567091011813141512,2
8317,1230567491011813141512,3
8318,1203567491011813141512,4
8319,1023567491011813141512,5
8320,1623507491011813141512,6
8321,1623510749011813141512,7
8322,1623510740911813141512,8
8323,1623510741391180141512,9
8324,1623510741391181401512,10
8325,1623510741301181491512,11
8326,1623510741311081491512,12
8327,1623510741311158149012,13
8328,1623510741311158149120,14
8329,1234567891011121314150,0
8330,1234567891011013141512,1
8331,1234567891001113141512,2
8332,1234560891071113141512,3
8333,1234506891071113141512,4
8334,1234510689071113141512,5
8335,1234510689147111301512,6
8336,1234510689147111315012,7
8337,1234510689147111315120,8
8338,1234510689147013151211,9
8339,1234510609147813151211,10
8340,1234510069147813151211,11
8341,1234501069147813151211,12
8342,1034521069147813151211,13
8343,1304521069147813151211,14
8344,1234567891011121314150,0
8345,1234567891011121314015,1
8346,1234567891011121301415,2
8347,1234567890111213101415,3
8348,1234567809111213101415,4
8349,1234067859111213101415,5
8350,1234607859111213101415,6
8351,1234670859111213101415,7
8352,1234671185901213101415,8
8353,1234671185091213101415,9
8354,1234671180591213101415,10
8355,1234671181359120101415,11
8356,1234671181359121001415,12
8357,1234671181359121014015,13
8358,1234671181350121014915,14
8359,1234671181305121014915,15
8360,1234601181375121014915,16
8361,1034621181375121014915,17
8362,1304621181375121014915,18
8363,1234567891011121314150,0
8364,1234567891011013141512,1
8365,1234567891001113141512,2
8366,1234567891015111314012,3
8367,1234567891015111301412,4
8368,1234567891015110131412,5
8369,1234567801015119131412,6
8370,1234567810015119131412,7
8371,1234567810150119131412,8
8372,1234567810151411913012,9
8373,1234567810151411901312,10
8374,1234567810014119151312,11
8375,1234567810140119151312,12
8376,1234560810147119151312,13
8377,1234506810147119151312,14
8378,1034526810147119151312,15
8379,1304526810147119151312,16
8380,1340526810147119151312,17
8381,1348526010147119151312,18
8382,1348526111014709151312,19
8383,1348526111014712915130,20
8384,1348526111014712915013,21
8385,1348526111014012915713,22
8386,1348520111014612915713,23
8387,1308524111014612915713,24
8388,1380524111014612915713,25
8389,1381152401014612915713,26
8390,1381152041014612915713,27
8391,1381150241014612915713,28
8392,1081153241014612915713,29
8393,1801153241014612915713,30
8394,1811053241014612915713,31
8395,1811453201014612915713,32
8396,1811453212101460915713,33
8397,1811453212101406915713,34
8398,1234567891011121314150,0
8399,1234567891011121314015,1
8400,1234567891011121301415,2
8401,1234567890111213101415,3
8402,1234567809111213101415,4
8403,1234567813911120101415,5
8404,1234567813911121001415,6
8405,1234567813011121091415,7
8406,1234507813611121091415,8
8407,1034527813611121091415,9
8408,1304527813611121091415,10
8409,1340527813611121091415,11
8410,1348527013611121091415,12
8411,1348520713611121091415,13
8412,1348502713611121091415,14
8413,1348052713611121091415,15
8414,348152713611121091415,16
8415,3048152713611121091415,17
8416,3408152713611121091415,18
8417,3428150713611121091415,19
8418,3428157013611121091415,20
8419,3428157121361101091415,21
8420,3428157121361115109140,22
8421,3428157121361115109014,23
8422,3428157121361115100914,24
8423,3428157121301115106914,25
8424,3428107121351115106914,26
8425,3028147121351115106914,27
8426,3208147121351115106914,28
8427,3278140121351115106914,29
8428,3278141112135015106914,30
8429,3278141112135150106914,31
8430,3278141101351512106914,32
8431,1234567891011121314150,0
8432,1234567891011013141512,1
8433,1234567091011813141512,2
8434,1230567491011813141512,3
8435,1203567491011813141512,4
8436,1023567491011813141512,5
8437,1623507491011813141512,6
8438,1623057491011813141512,7
8439,1623957401011813141512,8
8440,1623957413101180141512,9
8441,1623957413101181401512,10
8442,1623957413011814101512,11
8443,1623957401311814101512,12
8444,1623057491311814101512,13
8445,1623507491311814101512,14
8446,1623513749011814101512,15
8447,1623513749110814101512,16
8448,1623513749118014101512,17
8449,1623513749118121410150,18
8450,1623513749118121410015,19
8451,1623513749118121401015,20
8452,1623513749081214111015,21
8453,1623513740981214111015,22
8454,1234567891011121314150,0
8455,1234567891011013141512,1
8456,1234567891001113141512,2
8457,1234560891071113141512,3
8458,1204563891071113141512,4
8459,1024563891071113141512,5
8460,124563891071113141512,6
8461,5124063891071113141512,7
8462,5124603891071113141512,8
8463,5124630891071113141512,9
8464,5124638091071113141512,10
8465,5124638119107013141512,11
8466,5124638119100713141512,12
8467,5124638119010713141512,13
8468,5124638110910713141512,14
8469,5124638111391070141512,15
8470,5124638111391071401512,16
8471,5124638111301071491512,17
8472,5124638110131071491512,18
8473,5124038116131071491512,19
8474,124538116131071491512,20
8475,1024538116131071491512,21
8476,1324508116131071491512,22
8477,1324580116131071491512,23
8478,1324581011613071491512,24
8479,1324581011613701491512,25
8480,1324581006137111491512,26
8481,1324580106137111491512,27
8482,1324508106137111491512,28
8483,1234567891011121314150,0
8484,1234567891011013141512,1
8485,1234567091011813141512,2
8486,1230567491011813141512,3
8487,1203567491011813141512,4
8488,1273560491011813141512,5
8489,1273506491011813141512,6
8490,1073526491011813141512,7
8491,173526491011813141512,8
8492,5173026491011813141512,9
8493,5173206491011813141512,10
8494,5173260491011813141512,11
8495,5103267491011813141512,12
8496,5013267491011813141512,13
8497,513267491011813141512,14
8498,2513067491011813141512,15
8499,2513967401011813141512,16
8500,2513967410011813141512,17
8501,2513967410141181301512,18
8502,2513967410141181315012,19
8503,2513967410141181315120,20
8504,2513967410141101315128,21
8505,2513967010141141315128,22
8506,2513960710141141315128,23
8507,2513906710141141315128,24
8508,2513914671001141315128,25
8509,2513914671015114130128,26
8510,2513914671015114131208,27
8511,2513914671015114131280,28
8512,2513914671015110131284,29
8513,2513914601015117131284,30
8514,2513914061015117131284,31
8515,2513914116101507131284,32
8516,1234567891011121314150,0
8517,1234567891011013141512,1
8518,1234567891001113141512,2
8519,1234560891071113141512,3
8520,1234506891071113141512,4
8521,1234056891071113141512,5
8522,1234956801071113141512,6
8523,1234956810071113141512,7
8524,1234906810571113141512,8
8525,1234096810571113141512,9
8526,234196810571113141512,10
8527,2034196810571113141512,11
8528,2934106810571113141512,12
8529,2934016810571113141512,13
8530,2934101680571113141512,14
8531,2934101685071113141512,15
8532,2934101685701113141512,16
8533,2934101685715111314012,17
8534,2934101685715111301412,18
8535,2934101685015111371412,19
8536,2934100685115111371412,20
8537,2934106085115111371412,21
8538,2934106158510111371412,22
8539,2934106158511101371412,23
8540,2934106150511181371412,24
8541,2934106015511181371412,25
8542,2904106315511181371412,26
8543,2940106315511181371412,27
8544,2941510630511181371412,28
8545,2941510638511101371412,29
8546,2941510638510111371412,30
8547,2941510638501111371412,31
8548,2941510038561111371412,32
8549,2941510308561111371412,33
8550,2941510318560111371412,34
8551,2941510318561411137012,35
8552,2941510318561411130712,36
8553,2941510318561411013712,37
8554,2941510318061411513712,38
8555,2941510318601411513712,39
8556,2941510318614011513712,40
8557,2941510308614111513712,41
8558,2941510380614111513712,42
8559,2941510381161410513712,43
8560,2941510381161401513712,44
8561,1234567891011121314150,0
8562,1234567891011121314015,1
8563,1234567891011121301415,2
8564,1234567890111213101415,3
8565,1234507896111213101415,4
8566,1234570896111213101415,5
8567,1234578096111213101415,6
8568,1234578129611013101415,7
8569,1234578129601113101415,8
8570,1234578129614111310015,9
8571,1234578129614111301015,10
8572,1234578129614110131015,11
8573,1234578120614119131015,12
8574,1234078125614119131015,13
8575,1234708125614119131015,14
8576,1234768125014119131015,15
8577,1234768125140119131015,16
8578,1234768125141011913015,17
8579,1234768125141011913150,18
8580,1234768125141009131511,19
8581,1234768125140109131511,20
8582,1234760125148109131511,21
8583,1234706125148109131511,22
8584,1234714612508109131511,23
8585,1234714612058109131511,24
8586,1234714612958100131511,25
8587,1234714612958101301511,26
8588,1234567891011121314150,0
8589,1234567891011121314015,1
8590,1234567891011121301415,2
8591,1234567891011120131415,3
8592,1234567801011129131415,4
8593,1234567810011129131415,5
8594,1234567810131112901415,6
8595,1234567810131112914015,7
8596,1234567810131112914150,8
8597,1234567810131109141512,9
8598,1234567810130119141512,10
8599,1234567810013119141512,11
8600,1234507810613119141512,12
8601,1234570810613119141512,13
8602,1234578010613119141512,14
8603,1234578111061309141512,15
8604,1234578111061312914150,16
8605,1234578111061312914015,17
8606,1234578111060129141315,18
8607,1234570111068129141315,19
8608,1204573111068129141315,20
8609,1024573111068129141315,21
8610,1724503111068129141315,22
8611,1724563111008129141315,23
8612,1724563111080129141315,24
8613,1724560111083129141315,25
8614,1704562111083129141315,26
