col1,ans
183764502,19
183764052,20
183064752,21
83164752,22
803164752,23
863104752,24
863014752,25
863714052,26
863714502,27
863704512,28
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243185706,7
243185076,8
243085176,9
43285176,10
403285176,11
483205176,12
483275106,13
483275160,14
483270165,15
483207165,16
483267105,17
483267015,18
483067215,19
83467215,20
803467215,21
863407215,22
863417205,23
863417250,24
863410257,25
863401257,26
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152703846,8
152730846,9
150732846,10
105732846,11
15732846,12
715032846,13
715302846,14
705312846,15
750312846,16
752310846,17
752301846,18
702351846,19
72351846,20
372051846,21
372851046,22
372851406,23
372851460,24
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135406728,8
135460728,9
130465728,10
103465728,11
13465728,12
413065728,13
413765028,14
413765208,15
413705268,16
403715268,17
43715268,18
743015268,19
743105268,20
703145268,21
730145268,22
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
230146758,6
236140758,7
236104758,8
236014758,9
36214758,10
306214758,11
360214758,12
364210758,13
364201758,14
364251708,15
364251780,16
364250781,17
364205781,18
364025781,19
364725081,20
364725801,21
364725810,22
364720815,23
360724815,24
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253016478,7
253416078,8
253416708,9
253406718,10
253460718,11
250463718,12
205463718,13
25463718,14
425063718,15
425763018,16
425763108,17
425703168,18
405723168,19
450723168,20
453720168,21
453702168,22
453072168,23
53472168,24
503472168,25
573402168,26
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135406728,8
105436728,9
15436728,10
415036728,11
415736028,12
415736208,13
415706238,14
415076238,15
15476238,16
105476238,17
150476238,18
156470238,19
156407238,20
106457238,21
160457238,22
167450238,23
167405238,24
167045238,25
67145238,26
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
403216758,7
430216758,8
436210758,9
436218750,10
436218705,11
436218075,12
436018275,13
436108275,14
436180275,15
430186275,16
403186275,17
483106275,18
483160275,19
480163275,20
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
413750826,9
410753826,10
401753826,11
41753826,12
741053826,13
741853026,14
741853206,15
741803256,16
701843256,17
710843256,18
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
12463758,6
412063758,7
412763058,8
412763508,9
412763580,10
412760583,11
410762583,12
401762583,13
41762583,14
741062583,15
741602583,16
741682503,17
741682530,18
741680532,19
740681532,20
704681532,21
74681532,22
674081532,23
674801532,24
674831502,25
674831520,26
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253016478,7
253416078,8
253416708,9
253406718,10
253046718,11
53246718,12
503246718,13
530246718,14
536240718,15
536248710,16
536248701,17
536208741,18
506238741,19
560238741,20
568230741,21
568203741,22
568023741,23
68523741,24
608523741,25
680523741,26
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
230156478,6
236150478,7
236105478,8
236175408,9
236175048,10
236075148,11
36275148,12
306275148,13
360275148,14
365270148,15
365278140,16
365278104,17
365278014,18
365078214,19
365708214,20
365780214,21
365784210,22
365784201,23
365704281,24
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413726058,6
413726508,7
413706528,8
403716528,9
43716528,10
743016528,11
743106528,12
743160528,13
740163528,14
704163528,15
74163528,16
174063528,17
174603528,18
174630528,19
174638520,20
174638502,21
174638052,22
174038652,23
174308652,24
174358602,25
174358620,26
174350628,27
170354628,28
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135406728,8
135460728,9
130465728,10
103465728,11
13465728,12
413065728,13
413605728,14
403615728,15
430615728,16
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162453708,7
162453780,8
162450783,9
160452783,10
106452783,11
16452783,12
416052783,13
416502783,14
416582703,15
416582730,16
416580732,17
416508732,18
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136042758,7
36142758,8
306142758,9
346102758,10
346012758,11
346712058,12
346712508,13
346702518,14
306742518,15
360742518,16
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253160478,7
253168470,8
253168407,9
253168047,10
253068147,11
53268147,12
503268147,13
530268147,14
538260147,15
538206147,16
508236147,17
58236147,18
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
230146758,6
236140758,7
236104758,8
206134758,9
26134758,10
126034758,11
126734058,12
126734508,13
126704538,14
106724538,15
160724538,16
164720538,17
164728530,18
164728503,19
164708523,20
164078523,21
164578023,22
164578203,23
164578230,24
164570238,25
164507238,26
164057238,27
64157238,28
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
123750846,7
123756840,8
123756804,9
123706854,10
103726854,11
13726854,12
713026854,13
713826054,14
713826504,15
713826540,16
713820546,17
713802546,18
703812546,19
73812546,20
873012546,21
873102546,22
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
123075846,7
23175846,8
203175846,9
273105846,10
273145806,11
273145860,12
273140865,13
270143865,14
207143865,15
247103865,16
247163805,17
247163085,18
247063185,19
247603185,20
247630185,21
247635180,22
247635108,23
247605138,24
247065138,25
47265138,26
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
123075846,7
123875046,8
123875406,9
123875460,10
123870465,11
120873465,12
102873465,13
12873465,14
812073465,15
812473065,16
812473605,17
812473650,18
812470653,19
812407653,20
802417653,21
820417653,22
827410653,23
827401653,24
827041653,25
827641053,26
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123745860,6
123740865,7
120743865,8
102743865,9
142703865,10
142730865,11
140732865,12
104732865,13
14732865,14
714032865,15
714302865,16
714362805,17
714362850,18
714360852,19
710364852,20
701364852,21
71364852,22
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253176408,7
253176048,8
253076148,9
53276148,10
503276148,11
530276148,12
536270148,13
536207148,14
506237148,15
56237148,16
256037148,17
256307148,18
256347108,19
256347018,20
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483760,6
152480763,7
152408763,8
152048763,9
152748063,10
152748603,11
152748630,12
152740638,13
152704638,14
152074638,15
52174638,16
502174638,17
572104638,18
572134608,19
572134068,20
572034168,21
572304168,22
502374168,23
52374168,24
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243015786,7
243715086,8
243715806,9
243715860,10
243710865,11
240713865,12
204713865,13
24713865,14
724013865,15
724813065,16
724813605,17
724803615,18
724830615,19
724835610,20
724835601,21
724835061,22
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123576408,5
123576480,6
123570486,7
123507486,8
103527486,9
130527486,10
137520486,11
137526480,12
137526408,13
137526048,14
137026548,15
137206548,16
107236548,17
17236548,18
217036548,19
217536048,20
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123576408,5
123576480,6
123570486,7
123507486,8
123587406,9
123587046,10
123087546,11
123807546,12
103827546,13
130827546,14
137820546,15
137802546,16
107832546,17
17832546,18
817032546,19
817532046,20
817532406,21
817502436,22
817520436,23
817526430,24
817526403,25
817506423,26
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
413260758,7
410263758,8
401263758,9
461203758,10
461253708,11
461253780,12
461250783,13
461205783,14
461285703,15
461285073,16
461085273,17
61485273,18
601485273,19
681405273,20
681450273,21
681453270,22
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162453708,7
162453780,8
162450783,9
162405783,10
162485703,11
162485073,12
162085473,13
162805473,14
162875403,15
162875430,16
162870435,17
162807435,18
162087435,19
62187435,20
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253160478,7
250163478,8
205163478,9
25163478,10
125063478,11
125603478,12
125630478,13
125638470,14
125638407,15
125608437,16
105628437,17
15628437,18
615028437,19
615208437,20
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243185706,7
243185076,8
243085176,9
43285176,10
403285176,11
483205176,12
483250176,13
480253176,14
408253176,15
458203176,16
458273106,17
458273160,18
458270163,19
458207163,20
458027163,21
458127063,22
458127603,23
458107623,24
408157623,25
48157623,26
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
123075846,7
123875046,8
123875406,9
123875460,10
123870465,11
123807465,12
123867405,13
123867045,14
123067845,15
123607845,16
103627845,17
130627845,18
137620845,19
137602845,20
107632845,21
17632845,22
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136428750,6
136428705,7
136408725,8
136048725,9
36148725,10
306148725,11
346108725,12
346180725,13
340186725,14
304186725,15
384106725,16
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
106432758,7
16432758,8
416032758,9
416302758,10
406312758,11
460312758,12
462310758,13
462301758,14
402361758,15
42361758,16
342061758,17
342601758,18
302641758,19
320641758,20
321640758,21
321604758,22
123456780,0
123456708,1
123406758,2
123460758,3
123468750,4
123468705,5
123468075,6
123068475,7
123608475,8
123680475,9
123685470,10
123685407,11
123685047,12
123085647,13
23185647,14
203185647,15
283105647,16
283015647,17
283615047,18
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162430758,7
162438750,8
162438705,9
162408735,10
102468735,11
120468735,12
128460735,13
128406735,14
128046735,15
128746035,16
128746305,17
128706345,18
128076345,19
28176345,20
208176345,21
278106345,22
278016345,23
78216345,24
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123746580,6
123740586,7
120743586,8
102743586,9
142703586,10
142073586,11
142573086,12
142573806,13
142573860,14
142570863,15
142507863,16
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
230146758,6
236140758,7
236104758,8
206134758,9
260134758,10
264130758,11
264138750,12
264138705,13
264108735,14
264018735,15
64218735,16
604218735,17
614208735,18
614028735,19
614728035,20
614728305,21
614708325,22
604718325,23
64718325,24
764018325,25
764108325,26
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413250786,7
410253786,8
401253786,9
451203786,10
451230786,11
451236780,12
451236708,13
451236078,14
451036278,15
451306278,16
401356278,17
41356278,18
341056278,19
341506278,20
341560278,21
341568270,22
341568207,23
341508267,24
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
12463758,6
412063758,7
412763058,8
412763508,9
412763580,10
412760583,11
412706583,12
402716583,13
42716583,14
742016583,15
742516083,16
742516803,17
742506813,18
742056813,19
742856013,20
742856103,21
742856130,22
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136042758,7
36142758,8
306142758,9
346102758,10
346012758,11
346712058,12
346712508,13
346712580,14
346710582,15
346701582,16
346781502,17
346781052,18
346081752,19
346801752,20
346851702,21
346851720,22
123456780,0
123456708,1
123406758,2
123460758,3
123468750,4
123468705,5
123408765,6
103428765,7
130428765,8
138420765,9
138425760,10
138425706,11
138405726,12
138045726,13
138745026,14
138745206,15
138705246,16
108735246,17
18735246,18
718035246,19
718235046,20
718235406,21
718235460,22
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243150786,7
240153786,8
204153786,9
254103786,10
254130786,11
254136780,12
254136708,13
254136078,14
254036178,15
254306178,16
254360178,17
254368170,18
254368107,19
254308167,20
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162453708,7
162453780,8
162450783,9
162405783,10
162485703,11
162485730,12
162480735,13
160482735,14
106482735,15
16482735,16
416082735,17
416802735,18
416832705,19
416832075,20
416032875,21
416302875,22
406312875,23
46312875,24
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483076,6
152083476,7
52183476,8
502183476,9
582103476,10
582173406,11
582173046,12
582073146,13
582703146,14
582730146,15
582736140,16
582736104,17
582706134,18
502786134,19
52786134,20
752086134,21
752186034,22
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243150786,7
240153786,8
204153786,9
254103786,10
254183706,11
254183076,12
254083176,13
254803176,14
254873106,15
254873160,16
254870163,17
250874163,18
205874163,19
275804163,20
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123745860,6
123740865,7
123704865,8
123074865,9
23174865,10
203174865,11
230174865,12
234170865,13
234107865,14
234167805,15
234167850,16
234160857,17
234106857,18
234016857,19
234816057,20
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
123408765,6
123048765,7
123748065,8
123748605,9
123748650,10
123740658,11
123704658,12
123074658,13
23174658,14
203174658,15
273104658,16
273014658,17
273614058,18
273614508,19
273614580,20
273610584,21
270613584,22
207613584,23
217603584,24
217630584,25
210637584,26
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152743860,8
152740863,9
152704863,10
152074863,11
152874063,12
152874603,13
152804673,14
152840673,15
152843670,16
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152743860,8
152740863,9
150742863,10
105742863,11
145702863,12
145072863,13
145872063,14
145872603,15
145872630,16
145870632,17
145807632,18
145087632,19
45187632,20
405187632,21
485107632,22
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135426780,6
135426708,7
135406728,8
135046728,9
135746028,10
135746208,11
135706248,12
135760248,13
135768240,14
135768204,15
135708264,16
123456780,0
123450786,1
123405786,2
123485706,3
123485076,4
123085476,5
123805476,6
103825476,7
130825476,8
135820476,9
135826470,10
135826407,11
135806427,12
105836427,13
15836427,14
815036427,15
815436027,16
815436207,17
815406237,18
805416237,19
850416237,20
856410237,21
856417230,22
856417203,23
856407213,24
856470213,25
850476213,26
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413726058,6
413726508,7
413706528,8
403716528,9
43716528,10
743016528,11
743516028,12
743516208,13
743506218,14
743560218,15
740563218,16
704563218,17
74563218,18
574063218,19
574603218,20
574630218,21
574638210,22
574638201,23
574638021,24
574038621,25
574308621,26
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123760548,7
120763548,8
102763548,9
12763548,10
712063548,11
712603548,12
712630548,13
710632548,14
701632548,15
731602548,16
731620548,17
731628540,18
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152043786,5
152743086,6
152743806,7
152743860,8
152740863,9
150742863,10
105742863,11
145702863,12
145762803,13
145762830,14
145760832,15
145706832,16
145736802,17
145736082,18
145036782,19
145306782,20
145386702,21
145386720,22
123456780,0
123456708,1
123406758,2
123460758,3
123468750,4
123468705,5
123468075,6
123068475,7
23168475,8
203168475,9
263108475,10
263180475,11
263185470,12
263185407,13
263105487,14
263015487,15
263415087,16
263415807,17
263415870,18
263410875,19
263401875,20
263041875,21
63241875,22
603241875,23
630241875,24
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123076548,7
23176548,8
203176548,9
273106548,10
273160548,11
270163548,12
207163548,13
27163548,14
127063548,15
127563048,16
127563408,17
127503468,18
127530468,19
120537468,20
102537468,21
12537468,22
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
120483765,6
102483765,7
182403765,8
182043765,9
82143765,10
802143765,11
820143765,12
823140765,13
823104765,14
823014765,15
823714065,16
823714605,17
823704615,18
803724615,19
830724615,20
834720615,21
834725610,22
834725601,23
834725061,24
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123745860,6
123740865,7
120743865,8
102743865,9
12743865,10
712043865,11
712403865,12
712430865,13
710432865,14
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483076,6
152083476,7
152803476,8
152873406,9
152873460,10
152870463,11
152807463,12
152867403,13
152867043,14
152067843,15
52167843,16
502167843,17
562107843,18
562017843,19
562817043,20
562817403,21
562807413,22
562870413,23
560872413,24
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
403216758,7
430216758,8
436210758,9
436218750,10
436218705,11
436208715,12
436028715,13
436728015,14
436728105,15
436708125,16
436780125,17
430786125,18
403786125,19
483706125,20
483076125,21
83476125,22
803476125,23
873406125,24
873460125,25
870463125,26
807463125,27
867403125,28
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
120563478,6
102563478,7
162503478,8
162573408,9
162573480,10
162570483,11
160572483,12
106572483,13
176502483,14
176582403,15
176582430,16
176580432,17
176508432,18
176058432,19
176458032,20
176458302,21
176408352,22
176480352,23
170486352,24
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
230145786,6
235140786,7
235104786,8
235184706,9
235184076,10
235084176,11
35284176,12
305284176,13
385204176,14
385274106,15
385274160,16
385270164,17
385207164,18
385027164,19
385127064,20
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413725860,8
413720865,9
413702865,10
403712865,11
430712865,12
432710865,13
432701865,14
432071865,15
432871065,16
432871605,17
432871650,18
432870651,19
432807651,20
432087651,21
32487651,22
302487651,23
320487651,24
327480651,25
327408651,26
327048651,27
27348651,28
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413285706,7
413285760,8
413280765,9
410283765,10
401283765,11
41283765,12
241083765,13
241783065,14
241783605,15
241703685,16
201743685,17
210743685,18
213740685,19
213704685,20
213074685,21
13274685,22
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152430786,5
152436780,6
152436708,7
152406738,8
102456738,9
120456738,10
126450738,11
126405738,12
126045738,13
126745038,14
126745308,15
126705348,16
106725348,17
160725348,18
165720348,19
165728340,20
165728304,21
165728034,22
165028734,23
65128734,24
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583076,8
412083576,9
12483576,10
102483576,11
182403576,12
182430576,13
182436570,14
182436507,15
182406537,16
182046537,17
182546037,18
182546307,19
182506347,20
102586347,21
12586347,22
512086347,23
512806347,24
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123746580,6
123740586,7
120743586,8
102743586,9
142703586,10
142783506,11
142783056,12
142083756,13
42183756,14
402183756,15
482103756,16
482130756,17
480132756,18
408132756,19
48132756,20
148032756,21
148302756,22
123456780,0
123450786,1
123405786,2
123485706,3
123485076,4
123085476,5
23185476,6
203185476,7
283105476,8
283015476,9
283415076,10
283415706,11
283415760,12
283410765,13
283401765,14
283041765,15
83241765,16
803241765,17
830241765,18
831240765,19
831245760,20
831245706,21
831205746,22
831250746,23
831256740,24
123456780,0
123450786,1
123405786,2
103425786,3
130425786,4
135420786,5
135402786,6
135482706,7
135482076,8
135082476,9
35182476,10
305182476,11
385102476,12
385012476,13
85312476,14
805312476,15
850312476,16
852310476,17
852316470,18
852316407,19
852316047,20
852016347,21
852106347,22
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
230156478,6
236150478,7
236105478,8
236015478,9
36215478,10
306215478,11
316205478,12
316025478,13
316425078,14
316425708,15
316405728,16
316045728,17
16345728,18
106345728,19
160345728,20
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152430786,5
152436780,6
152436708,7
152406738,8
152046738,9
152746038,10
152746308,11
152746380,12
152740386,13
152704386,14
152074386,15
52174386,16
502174386,17
520174386,18
524170386,19
524176380,20
123456780,0
123456708,1
123406758,2
123046758,3
23146758,4
203146758,5
243106758,6
243160758,7
243168750,8
243168705,9
243168075,10
243068175,11
43268175,12
403268175,13
463208175,14
463280175,15
463285170,16
463285107,17
463285017,18
463085217,19
63485217,20
603485217,21
683405217,22
683415207,23
683415270,24
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
230156478,6
236150478,7
236158470,8
236158407,9
236158047,10
236058147,11
36258147,12
306258147,13
356208147,14
356248107,15
356248017,16
356048217,17
56348217,18
506348217,19
560348217,20
568340217,21
568304217,22
568314207,23
568314027,24
568014327,25
68514327,26
608514327,27
680514327,28
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
403216758,7
430216758,8
436210758,9
436201758,10
436251708,11
436251780,12
436250781,13
436205781,14
436025781,15
36425781,16
306425781,17
326405781,18
326045781,19
326745081,20
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162043758,7
62143758,8
602143758,9
642103758,10
642130758,11
642138750,12
642138705,13
642138075,14
642038175,15
642308175,16
642380175,17
642385170,18
642385107,19
642305187,20
602345187,21
620345187,22
625340187,23
625304187,24
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
120563478,6
102563478,7
162503478,8
162530478,9
162538470,10
162538407,11
162538047,12
162038547,13
162308547,14
162380547,15
162387540,16
162387504,17
162387054,18
162087354,19
62187354,20
602187354,21
620187354,22
627180354,23
627184350,24
627184305,25
627104385,26
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253176408,7
253176048,8
253076148,9
253706148,10
203756148,11
23756148,12
723056148,13
723506148,14
723560148,15
723568140,16
723568104,17
723508164,18
703528164,19
730528164,20
738520164,21
738524160,22
123456780,0
123450786,1
123405786,2
123485706,3
123485076,4
123085476,5
23185476,6
203185476,7
283105476,8
283175406,9
283175046,10
283075146,11
83275146,12
803275146,13
830275146,14
835270146,15
835276140,16
835276104,17
835276014,18
835076214,19
835706214,20
805736214,21
850736214,22
856730214,23
856703214,24
806753214,25
86753214,26
123456780,0
123450786,1
123405786,2
123045786,3
123745086,4
123745806,5
123705846,6
123750846,7
123756840,8
123756804,9
123706854,10
103726854,11
130726854,12
136720854,13
136702854,14
106732854,15
16732854,16
716032854,17
716832054,18
716832504,19
716832540,20
716830542,21
710836542,22
701836542,23
71836542,24
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413205786,6
413285706,7
413285760,8
413280765,9
410283765,10
401283765,11
41283765,12
241083765,13
241803765,14
241863705,15
241863075,16
241063875,17
241603875,18
201643875,19
21643875,20
621043875,21
621403875,22
621430875,23
620431875,24
602431875,25
62431875,26
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162430758,7
162438750,8
162438705,9
162438075,10
162038475,11
162308475,12
162380475,13
160382475,14
106382475,15
186302475,16
186372405,17
186372450,18
186370452,19
186307452,20
123456780,0
123450786,1
123405786,2
103425786,3
13425786,4
413025786,5
413725086,6
413725806,7
413705826,8
403715826,9
43715826,10
743015826,11
743105826,12
743150826,13
740153826,14
704153826,15
754103826,16
754013826,17
754813026,18
754813206,19
754813260,20
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
120483765,6
102483765,7
12483765,8
412083765,9
412803765,10
402813765,11
420813765,12
423810765,13
423801765,14
403821765,15
43821765,16
843021765,17
843721065,18
843721605,19
843701625,20
803741625,21
83741625,22
783041625,23
783641025,24
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412753086,6
412753806,7
412703856,8
402713856,9
42713856,10
742013856,11
742813056,12
742813506,13
742803516,14
702843516,15
720843516,16
723840516,17
723846510,18
723846501,19
723806541,20
703826541,21
730826541,22
736820541,23
736802541,24
123456780,0
123450786,1
120453786,2
102453786,3
152403786,4
152483706,5
152483760,6
152480763,7
150482763,8
105482763,9
185402763,10
185042763,11
185742063,12
185742603,13
185742630,14
185740632,15
185704632,16
185074632,17
185674032,18
185674302,19
185674320,20
185670324,21
180675324,22
108675324,23
178605324,24
178650324,25
178654320,26
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123706548,6
123760548,7
120763548,8
102763548,9
162703548,10
162730548,11
162738540,12
162738504,13
162708534,14
162078534,15
62178534,16
602178534,17
620178534,18
628170534,19
628107534,20
628017534,21
628517034,22
628517304,23
628507314,24
628570314,25
628574310,26
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583760,8
412580763,9
410582763,10
401582763,11
481502763,12
481562703,13
481562073,14
481062573,15
481602573,16
481672503,17
481672530,18
481670532,19
480671532,20
408671532,21
478601532,22
478061532,23
478561032,24
478561302,25
478561320,26
123456780,0
123456708,1
123406758,2
103426758,3
13426758,4
413026758,5
413206758,6
413256708,7
413256078,8
413056278,9
13456278,10
103456278,11
153406278,12
153476208,13
153476280,14
153470286,15
153407286,16
153047286,17
53147286,18
503147286,19
530147286,20
537140286,21
537104286,22
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
103526478,5
130526478,6
136520478,7
136502478,8
136572408,9
136572480,10
136570482,11
130576482,12
103576482,13
13576482,14
513076482,15
513476082,16
513476802,17
513406872,18
503416872,19
53416872,20
453016872,21
453106872,22
123456780,0
123456708,1
123406758,2
123460758,3
120463758,4
102463758,5
162403758,6
162430758,7
162438750,8
162438705,9
162438075,10
162038475,11
162308475,12
162378405,13
162378045,14
162078345,15
62178345,16
602178345,17
672108345,18
672180345,19
672185340,20
672185304,21
672105384,22
672015384,23
672315084,24
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
120563478,6
102563478,7
12563478,8
512063478,9
512603478,10
512630478,11
510632478,12
501632478,13
51632478,14
651032478,15
651432078,16
651432708,17
651402738,18
651042738,19
651742038,20
651742308,21
651742380,22
651740382,23
651704382,24
651784302,25
651784320,26
123456780,0
123450786,1
123405786,2
123045786,3
23145786,4
203145786,5
243105786,6
243150786,7
240153786,8
204153786,9
254103786,10
254013786,11
54213786,12
504213786,13
514203786,14
514283706,15
514283076,16
514083276,17
514803276,18
514830276,19
514836270,20
514836207,21
514836027,22
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
106432758,7
16432758,8
416032758,9
416302758,10
416352708,11
416352078,12
416052378,13
416502378,14
406512378,15
460512378,16
462510378,17
462501378,18
123456780,0
123456708,1
123406758,2
103426758,3
130426758,4
136420758,5
136402758,6
136042758,7
36142758,8
306142758,9
346102758,10
346012758,11
346712058,12
346712508,13
346712580,14
346710582,15
340716582,16
304716582,17
314706582,18
314760582,19
310764582,20
301764582,21
31764582,22
123456780,0
123456708,1
123456078,2
123056478,3
23156478,4
203156478,5
253106478,6
253160478,7
253168470,8
253168407,9
253108467,10
253180467,11
250183467,12
205183467,13
285103467,14
285163407,15
285163470,16
285160473,17
285106473,18
285016473,19
85216473,20
805216473,21
850216473,22
123456780,0
123456708,1
123406758,2
123046758,3
123746058,4
123746508,5
123746580,6
123740586,7
120743586,8
102743586,9
142703586,10
142730586,11
142736580,12
142736508,13
142706538,14
142076538,15
42176538,16
123456780,0
123450786,1
120453786,2
102453786,3
12453786,4
412053786,5
412503786,6
412583706,7
412583760,8
412580763,9
410582763,10
401582763,11
481502763,12
481562703,13
481562073,14
481062573,15
81462573,16
801462573,17
861402573,18
861042573,19
61842573,20
123456780,0
123450786,1
123405786,2
123485706,3
123485760,4
123480765,5
120483765,6
102483765,7
182403765,8
182430765,9
182435760,10
182435706,11
182435076,12
182035476,13
82135476,14
802135476,15
832105476,16
832015476,17
832415076,18
123456780,0
123456708,1
123456078,2
123056478,3
123506478,4
123560478,5
123568470,6
123568407,7
123508467,8
123580467,9
120583467,10
102583467,11
12583467,12
512083467,13
512803467,14
512830467,15
510832467,16
501832467,17
51832467,18
851032467,19
851432067,20
851432607,21
851402637,22
851042637,23
851642037,24
851642307,25
