col1,col2,col3,ans
301,572,648,19
371,502,648,20
371,520,648,21
371,528,640,22
371,528,604,23
371,508,624,24
371,580,624,25
370,581,624,26
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,285,706,7
413,285,760,8
413,280,765,9
410,283,765,10
401,283,765,11
481,203,765,12
481,23,765,13
81,423,765,14
801,423,765,15
821,403,765,16
821,463,705,17
821,463,750,18
821,460,753,19
821,406,753,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,583,706,7
412,583,76,8
412,83,576,9
12,483,576,10
102,483,576,11
182,403,576,12
182,473,506,13
182,473,560,14
182,470,563,15
180,472,563,16
108,472,563,17
178,402,563,18
178,420,563,19
178,423,560,20
178,423,506,21
178,403,526,22
178,430,526,23
178,436,520,24
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
23,168,475,8
203,168,475,9
263,108,475,10
263,178,405,11
263,178,45,12
263,78,145,13
263,708,145,14
203,768,145,15
23,768,145,16
723,68,145,17
723,608,145,18
703,628,145,19
730,628,145,20
738,620,145,21
738,625,140,22
738,625,104,23
738,605,124,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
103,725,846,7
130,725,846,8
135,720,846,9
135,726,840,10
135,726,804,11
135,706,824,12
105,736,824,13
150,736,824,14
156,730,824,15
156,703,824,16
156,73,824,17
56,173,824,18
506,173,824,19
560,173,824,20
563,170,824,21
563,174,820,22
563,174,802,23
563,104,872,24
563,14,872,25
63,514,872,26
603,514,872,27
630,514,872,28
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
402,513,786,7
420,513,786,8
423,510,786,9
423,501,786,10
423,581,706,11
423,581,76,12
423,81,576,13
23,481,576,14
203,481,576,15
230,481,576,16
231,480,576,17
231,408,576,18
231,478,506,19
231,478,56,20
231,78,456,21
231,708,456,22
201,738,456,23
21,738,456,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,726,58,6
413,726,508,7
413,706,528,8
413,760,528,9
413,768,520,10
413,768,502,11
413,708,562,12
413,78,562,13
413,578,62,14
413,578,602,15
413,578,620,16
413,570,628,17
413,507,628,18
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,753,860,8
412,750,863,9
410,752,863,10
401,752,863,11
41,752,863,12
741,52,863,13
741,502,863,14
741,562,803,15
741,562,830,16
741,560,832,17
740,561,832,18
704,561,832,19
74,561,832,20
574,61,832,21
574,601,832,22
574,631,802,23
574,631,820,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
402,513,786,7
42,513,786,8
542,13,786,9
542,713,86,10
542,713,806,11
542,713,860,12
542,710,863,13
540,712,863,14
504,712,863,15
514,702,863,16
514,762,803,17
514,762,830,18
514,760,832,19
514,706,832,20
514,76,832,21
514,876,32,22
514,876,302,23
514,806,372,24
504,816,372,25
540,816,372,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,160,478,7
250,163,478,8
205,163,478,9
25,163,478,10
125,63,478,11
125,603,478,12
125,673,408,13
125,673,480,14
125,670,483,15
125,607,483,16
105,627,483,17
150,627,483,18
157,620,483,19
157,623,480,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,743,860,8
152,740,863,9
150,742,863,10
105,742,863,11
145,702,863,12
145,72,863,13
145,872,63,14
145,872,603,15
145,872,630,16
145,870,632,17
140,875,632,18
104,875,632,19
174,805,632,20
174,85,632,21
174,685,32,22
174,685,302,23
174,685,320,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,176,408,7
253,176,48,8
253,76,148,9
53,276,148,10
503,276,148,11
573,206,148,12
573,246,108,13
573,246,18,14
573,46,218,15
573,406,218,16
573,460,218,17
573,468,210,18
573,468,201,19
573,408,261,20
573,48,261,21
573,248,61,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,76,6
152,83,476,7
152,803,476,8
102,853,476,9
12,853,476,10
812,53,476,11
812,503,476,12
812,573,406,13
812,573,46,14
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,426,780,6
135,426,708,7
135,426,78,8
135,26,478,9
35,126,478,10
305,126,478,11
325,106,478,12
325,160,478,13
325,168,470,14
325,168,407,15
325,168,47,16
325,68,147,17
325,608,147,18
305,628,147,19
350,628,147,20
358,620,147,21
358,627,140,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
152,436,780,6
152,436,708,7
152,406,738,8
152,46,738,9
152,746,38,10
152,746,308,11
152,746,380,12
152,740,386,13
150,742,386,14
105,742,386,15
145,702,386,16
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
162,403,758,6
162,453,708,7
162,453,780,8
162,450,783,9
162,405,783,10
162,45,783,11
162,745,83,12
162,745,803,13
162,745,830,14
162,740,835,15
160,742,835,16
106,742,835,17
146,702,835,18
146,72,835,19
46,172,835,20
406,172,835,21
460,172,835,22
462,170,835,23
462,107,835,24
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,725,860,8
413,720,865,9
413,702,865,10
413,762,805,11
413,762,850,12
413,760,852,13
413,706,852,14
413,76,852,15
413,876,52,16
413,876,502,17
413,806,572,18
403,816,572,19
430,816,572,20
436,810,572,21
436,801,572,22
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
23,168,475,8
203,168,475,9
263,108,475,10
263,178,405,11
263,178,45,12
263,78,145,13
263,708,145,14
263,780,145,15
263,785,140,16
263,785,104,17
263,705,184,18
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
136,48,725,9
36,148,725,10
306,148,725,11
346,108,725,12
346,18,725,13
346,718,25,14
346,718,205,15
346,718,250,16
346,710,258,17
346,701,258,18
306,741,258,19
360,741,258,20
361,740,258,21
361,704,258,22
361,74,258,23
61,374,258,24
601,374,258,25
671,304,258,26
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,763,58,8
412,763,508,9
412,763,580,10
412,760,583,11
412,706,583,12
412,76,583,13
412,576,83,14
412,576,803,15
412,506,873,16
412,560,873,17
412,563,870,18
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,482,706,7
135,482,76,8
135,82,476,9
135,802,476,10
135,872,406,11
135,872,460,12
135,870,462,13
130,875,462,14
103,875,462,15
173,805,462,16
173,850,462,17
173,852,460,18
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,148,750,8
236,148,705,9
236,148,75,10
236,48,175,11
236,408,175,12
206,438,175,13
260,438,175,14
268,430,175,15
268,435,170,16
268,435,107,17
268,405,137,18
268,450,137,19
268,457,130,20
268,457,103,21
268,457,13,22
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
403,216,758,7
430,216,758,8
436,210,758,9
436,218,750,10
436,218,705,11
436,218,75,12
436,18,275,13
436,108,275,14
436,180,275,15
430,186,275,16
403,186,275,17
483,106,275,18
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,502,478,8
136,572,408,9
136,572,480,10
136,570,482,11
136,507,482,12
136,57,482,13
36,157,482,14
306,157,482,15
360,157,482,16
367,150,482,17
367,105,482,18
367,185,402,19
367,185,42,20
367,85,142,21
367,805,142,22
307,865,142,23
37,865,142,24
837,65,142,25
837,605,142,26
837,650,142,27
837,652,140,28
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
123,608,475,8
123,678,405,9
123,678,450,10
123,670,458,11
120,673,458,12
102,673,458,13
172,603,458,14
172,63,458,15
72,163,458,16
702,163,458,17
762,103,458,18
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,603,758,8
402,613,758,9
420,613,758,10
423,610,758,11
423,618,750,12
423,618,705,13
423,618,75,14
423,18,675,15
23,418,675,16
203,418,675,17
213,408,675,18
213,48,675,19
13,248,675,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
402,513,786,7
420,513,786,8
423,510,786,9
423,501,786,10
423,581,706,11
423,581,76,12
423,81,576,13
23,481,576,14
203,481,576,15
283,401,576,16
283,41,576,17
83,241,576,18
803,241,576,19
830,241,576,20
831,240,576,21
831,204,576,22
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
13,825,476,8
813,25,476,9
813,425,76,10
813,425,706,11
813,425,760,12
813,420,765,13
813,402,765,14
803,412,765,15
830,412,765,16
832,410,765,17
832,401,765,18
832,41,765,19
832,741,65,20
832,741,605,21
832,741,650,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
123,750,846,7
123,756,840,8
123,756,804,9
123,706,854,10
103,726,854,11
13,726,854,12
713,26,854,13
713,206,854,14
703,216,854,15
730,216,854,16
736,210,854,17
736,214,850,18
736,214,805,19
736,204,815,20
736,240,815,21
736,245,810,22
736,245,801,23
736,245,81,24
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
403,215,786,7
430,215,786,8
435,210,786,9
435,201,786,10
435,21,786,11
435,721,86,12
435,721,806,13
435,721,860,14
435,720,861,15
435,702,861,16
435,72,861,17
35,472,861,18
305,472,861,19
375,402,861,20
375,42,861,21
375,842,61,22
375,842,601,23
375,802,641,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
103,725,846,7
13,725,846,8
713,25,846,9
713,825,46,10
713,825,406,11
713,825,460,12
713,820,465,13
713,802,465,14
713,862,405,15
713,862,45,16
713,62,845,17
713,602,845,18
703,612,845,19
730,612,845,20
732,610,845,21
732,601,845,22
732,61,845,23
32,761,845,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
123,75,846,7
23,175,846,8
203,175,846,9
230,175,846,10
235,170,846,11
235,176,840,12
235,176,804,13
235,106,874,14
235,16,874,15
35,216,874,16
305,216,874,17
350,216,874,18
356,210,874,19
356,214,870,20
356,214,807,21
356,204,817,22
356,24,817,23
56,324,817,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
120,563,478,6
102,563,478,7
12,563,478,8
512,63,478,9
512,603,478,10
502,613,478,11
520,613,478,12
523,610,478,13
523,618,470,14
523,618,407,15
523,618,47,16
523,18,647,17
523,108,647,18
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
403,215,786,7
430,215,786,8
435,210,786,9
435,201,786,10
435,21,786,11
35,421,786,12
305,421,786,13
325,401,786,14
325,481,706,15
325,481,76,16
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
150,482,763,8
105,482,763,9
185,402,763,10
185,462,703,11
185,462,73,12
185,62,473,13
185,602,473,14
185,620,473,15
185,623,470,16
185,623,407,17
185,623,47,18
185,23,647,19
85,123,647,20
805,123,647,21
825,103,647,22
825,13,647,23
825,613,47,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,176,408,7
253,176,480,8
253,170,486,9
250,173,486,10
205,173,486,11
275,103,486,12
275,130,486,13
275,136,480,14
275,136,408,15
275,106,438,16
275,16,438,17
275,416,38,18
275,416,308,19
275,406,318,20
275,460,318,21
275,468,310,22
275,468,301,23
275,408,361,24
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,206,478,8
513,276,408,9
513,276,48,10
513,76,248,11
513,706,248,12
513,760,248,13
513,768,240,14
513,768,204,15
513,708,264,16
513,780,264,17
510,783,264,18
501,783,264,19
581,703,264,20
581,730,264,21
581,734,260,22
581,734,206,23
581,704,236,24
581,740,236,25
580,741,236,26
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,726,58,6
413,726,508,7
413,726,580,8
413,720,586,9
413,702,586,10
403,712,586,11
430,712,586,12
432,710,586,13
432,701,586,14
432,71,586,15
32,471,586,16
302,471,586,17
372,401,586,18
372,41,586,19
372,541,86,20
372,541,806,21
372,541,860,22
372,540,861,23
370,542,861,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
136,480,725,9
130,486,725,10
103,486,725,11
183,406,725,12
183,46,725,13
183,746,25,14
183,746,205,15
183,746,250,16
183,740,256,17
183,704,256,18
183,754,206,19
183,754,26,20
183,54,726,21
183,504,726,22
183,540,726,23
180,543,726,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,726,58,6
413,726,508,7
413,706,528,8
413,760,528,9
413,768,520,10
413,768,502,11
413,768,52,12
413,68,752,13
413,608,752,14
403,618,752,15
430,618,752,16
438,610,752,17
438,601,752,18
438,651,702,19
438,651,720,20
438,650,721,21
430,658,721,22
403,658,721,23
43,658,721,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
13,825,476,8
813,25,476,9
813,205,476,10
803,215,476,11
830,215,476,12
835,210,476,13
835,201,476,14
835,271,406,15
835,271,46,16
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
152,436,780,6
152,436,708,7
152,436,78,8
152,36,478,9
52,136,478,10
502,136,478,11
532,106,478,12
532,176,408,13
532,176,48,14
532,76,148,15
532,706,148,16
502,736,148,17
520,736,148,18
526,730,148,19
526,738,140,20
526,738,104,21
526,708,134,22
506,728,134,23
560,728,134,24
568,720,134,25
568,724,130,26
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
12,483,765,8
412,83,765,9
412,783,65,10
412,783,605,11
412,703,685,12
402,713,685,13
42,713,685,14
742,13,685,15
742,103,685,16
742,130,685,17
740,132,685,18
704,132,685,19
74,132,685,20
174,32,685,21
174,302,685,22
104,372,685,23
140,372,685,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
413,260,758,7
410,263,758,8
401,263,758,9
461,203,758,10
461,230,758,11
461,238,750,12
461,238,705,13
461,208,735,14
461,280,735,15
460,281,735,16
406,281,735,17
46,281,735,18
246,81,735,19
246,801,735,20
246,831,705,21
246,831,75,22
246,31,875,23
246,301,875,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
413,260,758,7
410,263,758,8
401,263,758,9
41,263,758,10
241,63,758,11
241,763,58,12
241,763,508,13
241,703,568,14
201,743,568,15
210,743,568,16
213,740,568,17
213,704,568,18
213,74,568,19
13,274,568,20
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,148,750,8
236,148,705,9
236,108,745,10
206,138,745,11
26,138,745,12
126,38,745,13
126,738,45,14
126,738,405,15
126,708,435,16
126,780,435,17
126,785,430,18
126,785,403,19
126,785,43,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,76,6
152,83,476,7
152,803,476,8
152,873,406,9
152,873,460,10
152,870,463,11
152,807,463,12
102,857,463,13
120,857,463,14
127,850,463,15
127,805,463,16
127,865,403,17
127,865,430,18
127,860,435,19
127,806,435,20
127,86,435,21
127,486,35,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,482,706,7
135,482,760,8
135,480,762,9
135,408,762,10
135,48,762,11
135,748,62,12
135,748,602,13
135,708,642,14
105,738,642,15
150,738,642,16
158,730,642,17
158,703,642,18
108,753,642,19
18,753,642,20
718,53,642,21
718,503,642,22
708,513,642,23
780,513,642,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,583,706,7
412,583,760,8
412,580,763,9
412,508,763,10
412,568,703,11
412,568,73,12
412,68,573,13
412,608,573,14
412,678,503,15
412,678,530,16
412,670,538,17
412,607,538,18
402,617,538,19
420,617,538,20
427,610,538,21
427,618,530,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
123,704,865,8
123,74,865,9
123,874,65,10
123,874,605,11
123,874,650,12
123,870,654,13
123,807,654,14
103,827,654,15
13,827,654,16
813,27,654,17
813,207,654,18
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,725,860,8
413,720,865,9
413,702,865,10
413,762,805,11
413,762,85,12
413,62,785,13
413,602,785,14
403,612,785,15
430,612,785,16
432,610,785,17
432,615,780,18
432,615,708,19
432,615,78,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,502,478,8
136,572,408,9
136,572,480,10
136,570,482,11
130,576,482,12
103,576,482,13
13,576,482,14
513,76,482,15
513,706,482,16
503,716,482,17
530,716,482,18
536,710,482,19
536,701,482,20
536,781,402,21
536,781,420,22
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,706,548,6
103,726,548,7
130,726,548,8
136,720,548,9
136,728,540,10
136,728,504,11
136,728,54,12
136,28,754,13
36,128,754,14
306,128,754,15
360,128,754,16
368,120,754,17
368,102,754,18
368,12,754,19
368,712,54,20
368,712,504,21
368,712,540,22
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
12,463,758,6
412,63,758,7
412,603,758,8
412,653,708,9
412,653,780,10
412,650,783,11
410,652,783,12
401,652,783,13
41,652,783,14
641,52,783,15
641,752,83,16
641,752,803,17
641,752,830,18
641,750,832,19
640,751,832,20
604,751,832,21
654,701,832,22
654,71,832,23
654,871,32,24
654,871,302,25
654,871,320,26
654,870,321,27
654,807,321,28
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
152,408,763,8
102,458,763,9
12,458,763,10
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,428,75,8
136,28,475,9
136,208,475,10
136,280,475,11
136,285,470,12
136,285,407,13
136,205,487,14
106,235,487,15
16,235,487,16
216,35,487,17
216,305,487,18
216,350,487,19
210,356,487,20
201,356,487,21
251,306,487,22
251,360,487,23
251,367,480,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
152,743,86,6
152,743,806,7
152,743,860,8
152,740,863,9
150,742,863,10
105,742,863,11
145,702,863,12
145,762,803,13
145,762,830,14
145,760,832,15
145,706,832,16
145,76,832,17
145,876,32,18
145,876,302,19
145,876,320,20
145,870,326,21
145,807,326,22
145,87,326,23
45,187,326,24
405,187,326,25
485,107,326,26
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
283,105,476,8
283,15,476,9
283,415,76,10
283,415,706,11
283,405,716,12
283,45,716,13
83,245,716,14
803,245,716,15
830,245,716,16
835,240,716,17
835,204,716,18
835,24,716,19
835,724,16,20
835,724,106,21
835,724,160,22
835,720,164,23
835,702,164,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,428,750,6
136,428,705,7
136,408,725,8
106,438,725,9
16,438,725,10
416,38,725,11
416,308,725,12
406,318,725,13
460,318,725,14
468,310,725,15
468,315,720,16
468,315,702,17
468,305,712,18
468,35,712,19
468,735,12,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,206,478,8
513,260,478,9
510,263,478,10
501,263,478,11
561,203,478,12
561,230,478,13
561,238,470,14
561,238,407,15
561,238,47,16
561,38,247,17
61,538,247,18
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
13,825,476,8
813,25,476,9
813,425,76,10
813,425,706,11
813,405,726,12
803,415,726,13
830,415,726,14
835,410,726,15
835,416,720,16
835,416,702,17
835,416,72,18
835,16,472,19
35,816,472,20
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
283,105,476,8
283,150,476,9
280,153,476,10
208,153,476,11
258,103,476,12
258,173,406,13
258,173,460,14
258,170,463,15
258,107,463,16
258,167,403,17
258,167,43,18
258,67,143,19
258,607,143,20
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
182,403,765,8
182,43,765,9
182,743,65,10
182,743,605,11
182,743,650,12
182,740,653,13
180,742,653,14
108,742,653,15
18,742,653,16
718,42,653,17
718,402,653,18
708,412,653,19
78,412,653,20
478,12,653,21
478,612,53,22
478,612,503,23
478,612,530,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
150,482,763,8
105,482,763,9
185,402,763,10
185,42,763,11
85,142,763,12
805,142,763,13
845,102,763,14
845,12,763,15
845,712,63,16
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,426,780,6
135,426,708,7
135,406,728,8
105,436,728,9
15,436,728,10
415,36,728,11
415,736,28,12
415,736,208,13
415,706,238,14
415,760,238,15
415,768,230,16
415,768,203,17
415,708,263,18
415,78,263,19
415,278,63,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,176,408,7
253,176,48,8
253,76,148,9
253,706,148,10
253,760,148,11
253,768,140,12
253,768,104,13
253,768,14,14
253,68,714,15
53,268,714,16
503,268,714,17
563,208,714,18
563,28,714,19
563,728,14,20
563,728,104,21
563,708,124,22
563,780,124,23
563,784,120,24
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
162,403,758,6
162,430,758,7
162,438,750,8
162,438,705,9
162,408,735,10
162,480,735,11
160,482,735,12
106,482,735,13
16,482,735,14
416,82,735,15
416,802,735,16
416,820,735,17
410,826,735,18
401,826,735,19
41,826,735,20
841,26,735,21
841,726,35,22
841,726,305,23
841,706,325,24
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
123,468,750,4
123,468,705,5
123,468,75,6
123,68,475,7
123,608,475,8
123,680,475,9
123,685,470,10
123,685,407,11
123,605,487,12
103,625,487,13
130,625,487,14
135,620,487,15
135,627,480,16
135,627,408,17
135,627,48,18
135,27,648,19
135,207,648,20
135,247,608,21
135,247,680,22
135,240,687,23
135,204,687,24
105,234,687,25
15,234,687,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,583,706,7
412,583,760,8
412,580,763,9
410,582,763,10
401,582,763,11
41,582,763,12
541,82,763,13
541,802,763,14
541,820,763,15
540,821,763,16
504,821,763,17
54,821,763,18
854,21,763,19
854,201,763,20
854,261,703,21
854,261,73,22
854,61,273,23
854,601,273,24
854,610,273,25
850,614,273,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
152,408,763,8
152,48,763,9
52,148,763,10
502,148,763,11
542,108,763,12
542,168,703,13
542,168,73,14
542,68,173,15
542,608,173,16
502,648,173,17
52,648,173,18
652,48,173,19
652,408,173,20
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,482,706,7
135,482,76,8
135,82,476,9
135,802,476,10
135,872,406,11
135,872,460,12
135,870,462,13
130,875,462,14
103,875,462,15
173,805,462,16
173,850,462,17
170,853,462,18
107,853,462,19
157,803,462,20
157,83,462,21
57,183,462,22
507,183,462,23
587,103,462,24
587,163,402,25
587,163,42,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,530,786,7
412,536,780,8
412,536,708,9
412,506,738,10
412,56,738,11
412,756,38,12
412,756,308,13
412,706,358,14
402,716,358,15
420,716,358,16
426,710,358,17
426,718,350,18
426,718,305,19
426,708,315,20
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,706,548,6
103,726,548,7
13,726,548,8
713,26,548,9
713,526,48,10
713,526,408,11
713,526,480,12
713,520,486,13
713,502,486,14
703,512,486,15
730,512,486,16
732,510,486,17
732,501,486,18
732,51,486,19
32,751,486,20
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,402,758,6
136,42,758,7
136,742,58,8
136,742,508,9
136,702,548,10
136,72,548,11
36,172,548,12
306,172,548,13
376,102,548,14
376,12,548,15
376,512,48,16
376,512,408,17
376,502,418,18
306,572,418,19
360,572,418,20
362,570,418,21
362,507,418,22
362,57,418,23
62,357,418,24
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
123,704,865,8
123,74,865,9
123,874,65,10
123,874,605,11
123,874,650,12
123,870,654,13
120,873,654,14
102,873,654,15
172,803,654,16
172,830,654,17
170,832,654,18
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,160,478,7
250,163,478,8
205,163,478,9
265,103,478,10
265,130,478,11
265,138,470,12
265,138,407,13
265,108,437,14
265,18,437,15
265,418,37,16
265,418,307,17
265,408,317,18
265,48,317,19
65,248,317,20
605,248,317,21
645,208,317,22
645,218,307,23
645,218,37,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,726,58,6
413,726,508,7
413,726,580,8
413,720,586,9
413,702,586,10
403,712,586,11
43,712,586,12
743,12,586,13
743,512,86,14
743,512,806,15
743,502,816,16
743,520,816,17
743,526,810,18
743,526,801,19
743,526,81,20
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
